book,chapter,verse,stem,severity,categories,note,goi_vi,vie1934,wlc
PRO,10,5,020_PRO_010_005,green,clean,green:clean: No lint findings.,Con trai khôn ngoan thì thu góp trong mùa hè; con trai nhục nhã thì ngủ trong mùa gặt.,Ai thâu trữ trong mùa hè là con trai khôn ngoan; Song kẻ ngủ lúc mùa gặt là con trai gây cho sỉ nhục.,אֹגֵ֣ר בַּ֭קַּיִץ בֵּ֣ן מַשְׂכִּ֑יל נִרְדָּ֥ם בַּ֝קָּצִ֗יר בֵּ֣ן מֵבִֽישׁ
PRO,10,6,020_PRO_010_006,green,clean,green:clean: No lint findings.,Phước lành ở trên đầu người công chính; nhưng bạo lực che phủ miệng kẻ ác.,Có phước lành giáng trên đầu kẻ công bình; Nhưng miệng kẻ ác giấu sự cường bạo.,בְּ֭רָכוֹת לְרֹ֣אשׁ צַדִּ֑יק וּפִ֥י רְ֝שָׁעִ֗ים יְכַסֶּ֥ה חָמָֽס
PRO,10,7,020_PRO_010_007,green,clean,green:clean: No lint findings.,Danh người công bình được ban phước lành; còn tên kẻ ác thì mục nát.,Kỷ niệm người công bình được khen ngợi; Song tên kẻ gian ác rục đi.,זֵ֣כֶר צַ֭דִּיק לִבְרָכָ֑ה וְשֵׁ֖ם רְשָׁעִ֣ים יִרְקָֽב
PRO,10,8,020_PRO_010_008,green,clean,green:clean: No lint findings.,Người có lòng khôn ngoan nhận những điều răn; còn kẻ ngu dại nơi môi miệng sẽ sa ngã.,"Người có lòng khôn ngoan, nhận tiếp những điều răn; Nhưng kẻ có miệng ngu muội phải bị sa ngã.",חֲכַם לֵ֭ב יִקַּ֣ח מִצְוֺ֑ת וֶאֱוִ֥יל שְׂ֝פָתַ֗יִם יִלָּבֵֽט
PRO,10,9,020_PRO_010_009,green,clean,green:clean: No lint findings.,Người nào đi ngay thẳng sẽ đi cách an toàn; còn kẻ làm cho đường lối mình cong vẹo sẽ bị lộ ra.,Người nào theo sự ngay thẳng đi vững chắc; Còn kẻ làm cong vẹo đường lối mình bị chúng biết.,הוֹלֵ֣ךְ בַּ֭תֹּם יֵ֣לֶךְ בֶּ֑טַח וּמְעַקֵּ֥שׁ דְּ֝רָכָ֗יו יִוָּדֵֽעַ
PRO,10,10,020_PRO_010_010,green,clean,green:clean: No lint findings.,Kẻ nháy mắt làm phát sinh điều buồn rầu; kẻ ngu dại về môi miệng sẽ bị sa ngã.,Kẻ nào nheo mắt làm cho ưu sầu; Còn ai có miệng ngu muội bị sa ngã.,קֹ֣רֵֽץ עַ֭יִן יִתֵּ֣ן עַצָּ֑בֶת וֶאֱוִ֥יל שְׂ֝פָתַ֗יִם יִלָּבֵֽט
PRO,10,11,020_PRO_010_011,green,clean,green:clean: No lint findings.,Miệng người công bình là nguồn sự sống; nhưng bạo lực che phủ miệng kẻ ác.,Miệng người công bình là một nguồn sự sống; Nhưng miệng kẻ hung ác giấu sự cường bạo.,מְק֣וֹר חַ֭יִּים פִּ֣י צַדִּ֑יק וּפִ֥י רְ֝שָׁעִ֗ים יְכַסֶּ֥ה חָמָֽס
PRO,10,12,020_PRO_010_012,green,clean,green:clean: No lint findings.,Sự ghét bỏ xui nên điều tranh cãi; nhưng tình yêu thương che phủ hết thảy các tội lỗi.,Sự ghen ghét xui điều cãi lộn; Song lòng thương yêu lấp hết các tội phạm.,שִׂ֭נְאָה תְּעוֹרֵ֣ר מְדָנִ֑ים וְעַ֥ל כָּל פְּ֝שָׁעִ֗ים תְּכַסֶּ֥ה אַהֲבָֽה
PRO,10,13,020_PRO_010_013,green,clean,green:clean: No lint findings.,Trên môi người thông sáng có sự khôn ngoan; nhưng roi đòn dành cho lưng kẻ thiếu hiểu biết.,Trên môi miệng người thông sáng có sự khôn ngoan; Nhưng roi vọt dành cho lưng kẻ thiếu trí hiểu.,בְּשִׂפְתֵ֣י נָ֭בוֹן תִּמָּצֵ֣א חָכְמָ֑ה וְ֝שֵׁ֗בֶט לְגֵ֣ו חֲסַר לֵֽב
PRO,10,14,020_PRO_010_014,green,clean,green:clean: No lint findings.,Người khôn ngoan giữ gìn tri thức; nhưng miệng kẻ ngu dại là sự bại vong gần kề.,Người khôn ngoan dành để sự tri thức; Nhưng tại cớ miệng kẻ ngu muội sự bại hoại hòng đến.,חֲכָמִ֥ים יִצְפְּנוּ דָ֑עַת וּפִֽי אֱ֝וִיל מְחִתָּ֥ה קְרֹבָֽה
PRO,10,15,020_PRO_010_015,green,clean,green:clean: No lint findings.,Tài sản của người giàu là thành trì vững chắc của họ; sự nghèo khổ của người nghèo là sự sụp đổ của họ.,Tài sản kẻ giàu có là cái thành kiên cố của người; Song sự hư nát của người khốn khổ là sự nghèo nàn của họ.,ה֣וֹן עָ֭שִׁיר קִרְיַ֣ת עֻזּ֑וֹ מְחִתַּ֖ת דַּלִּ֣ים רֵישָֽׁם
PRO,10,16,020_PRO_010_016,green,clean,green:clean: No lint findings.,Công việc của người công bình dẫn đến sự sống; hoa lợi của kẻ ác dẫn đến tội lỗi.,Lao khổ của người công bình hướng về sự sống; Còn hoa lợi kẻ hung ác chiều về tội lỗi.,פְּעֻלַּ֣ת צַדִּ֣יק לְחַיִּ֑ים תְּבוּאַ֖ת רָשָׁ֣ע לְחַטָּֽאת
PRO,10,17,020_PRO_010_017,green,clean,green:clean: No lint findings.,Kẻ giữ lời khuyên dạy đi trên con đường sự sống; Còn kẻ từ bỏ sự sửa dạy là kẻ làm lầm lạc.,Kẻ nghe lời khuyên dạy ở trong đường sự sống; Nhưng ai quên sự quở trách phải lầm lạc.,אֹ֣רַח לְ֭חַיִּים שׁוֹמֵ֣ר מוּסָ֑ר וְעוֹזֵ֖ב תּוֹכַ֣חַת מַתְעֶֽה
PRO,10,18,020_PRO_010_018,green,clean,green:clean: No lint findings.,"Kẻ lấy môi miệng dối trá che giấu sự ghen ghét, và kẻ rao truyền điều bịa đặt là kẻ ngu dại.",Người giấu sự ghen ghét có môi dối giả; Và ai rải điều nói hành là kẻ ngu dại.,מְכַסֶּ֣ה שִׂ֭נְאָה שִׂפְתֵי שָׁ֑קֶר וּמוֹצִ֥א דִ֝בָּ֗ה ה֣וּא כְסִֽיל
PRO,10,19,020_PRO_010_019,green,clean,green:clean: No lint findings.,Nói nhiều lời thì không tránh khỏi phạm tội; nhưng ai giữ được môi mình là người khôn ngoan.,"Hễ lắm lời, vi phạm nào có thiếu; Nhưng ai cầm giữ miệng mình là khôn ngoan.",בְּרֹ֣ב דְּ֭בָרִים לֹ֣א יֶחְדַּל פָּ֑שַׁע וְחֹשֵׂ֖ךְ שְׂפָתָ֣יו מַשְׂכִּֽיל
PRO,10,20,020_PRO_010_020,green,clean,green:clean: No lint findings.,Lưỡi người công bình như bạc ròng; lòng kẻ ác chỉ ít giá trị.,Lưỡi người công bình giống như bạc cao; Còn lòng kẻ hung ác không ra gì.,כֶּ֣סֶף נִ֭בְחָר לְשׁ֣וֹן צַדִּ֑יק לֵ֖ב רְשָׁעִ֣ים כִּמְעָֽט
PSA,1,1,019_PSA_001_001,green,clean,green:clean: No lint findings.,"Phước cho người nào không theo mưu kế của kẻ ác, không đứng trong đường lối của kẻ có tội, và không ngồi nơi hội những kẻ nhạo báng.","Phước cho người nào chẳng theo mưu kế của kẻ dữ, Chẳng đứng trong đường tội nhân, Không ngồi chỗ của kẻ nhạo báng;",אַ֥שְֽׁרֵי הָאִ֗ישׁ אֲשֶׁ֤ר לֹ֥א הָלַךְ֮ בַּעֲצַ֪ת רְשָׁ֫עִ֥ים וּבְדֶ֣רֶךְ חַ֭טָּאִים לֹ֥א עָמָ֑ד וּבְמוֹשַׁ֥ב לֵ֝צִ֗ים לֹ֣א יָשָֽׁב
PSA,1,2,019_PSA_001_002,green,clean,green:clean: No lint findings.,"Nhưng vui thích trong luật pháp của Đức Giê-hô-va, và suy gẫm luật pháp ấy ngày và đêm.","Song lấy làm vui vẻ về luật pháp của Đức Giê-hô-va, Và suy gẫm luật pháp ấy ngày và đêm.",כִּ֤י אִ֥ם בְּתוֹרַ֥ת יְהוָ֗ה חֶ֫פְצ֥וֹ וּֽבְתוֹרָת֥וֹ יֶהְגֶּ֗ה יוֹמָ֥ם וָלָֽיְלָה
PSA,1,3,019_PSA_001_003,green,clean,green:clean: No lint findings.,"Người ấy sẽ như cây trồng bên các dòng nước, sinh trái đúng mùa, lá không hề héo; và mọi điều người ấy làm đều thịnh vượng.","Người ấy sẽ như cây trồng gần dòng nước, Sanh bông trái theo thì tiết, Lá nó cũng chẳng tàn héo; Mọi sự người làm đều sẽ thạnh vượng.",וְֽהָיָ֗ה כְּעֵץ֮ שָׁת֪וּל עַֽל פַּלְגֵ֫י מָ֥יִם אֲשֶׁ֤ר פִּרְי֨וֹ יִתֵּ֬ן בְּעִתּ֗וֹ וְעָלֵ֥הוּ לֹֽא יִבּ֑וֹל וְכֹ֖ל אֲשֶׁר יַעֲשֶׂ֣ה יַצְלִֽיחַ
PSA,1,4,019_PSA_001_004,green,clean,green:clean: No lint findings.,Người ác chẳng phải như vậy đâu; nhưng khác nào bụi trần mà gió thổi tung đi.,Kẻ ác chẳng như vậy đâu; Nhưng chúng nó khác nào rơm rác gió thổi bay đi.,לֹא כֵ֥ן הָרְשָׁעִ֑ים כִּ֥י אִם כַּ֝מֹּ֗ץ אֲֽשֶׁר תִּדְּפֶ֥נּוּ רֽוּחַ
PSA,1,5,019_PSA_001_005,green,clean,green:clean: No lint findings.,"Vì vậy, kẻ ác sẽ không đứng vững trong ngày phán xét, và tội nhân cũng không được vào hội các người công chính.","Bởi cớ ấy kẻ ác chẳng đứng nổi trong ngày đoán xét, Tội nhân cũng không được vào hội người công bình.",עַל כֵּ֤ן לֹא יָקֻ֣מוּ רְ֭שָׁעִים בַּמִּשְׁפָּ֑ט וְ֝חַטָּאִ֗ים בַּעֲדַ֥ת צַדִּיקִֽים
PSA,1,6,019_PSA_001_006,green,clean,green:clean: No lint findings.,"Vì Đức Giê-hô-va biết con đường của người công bình, còn con đường của kẻ ác sẽ bị tiêu hủy.","Vì Đức Giê-hô-va biết đường người công bình, Song đường kẻ ác rồi bị diệt vong.",כִּֽי יוֹדֵ֣עַ יְ֭הוָה דֶּ֣רֶךְ צַדִּיקִ֑ים וְדֶ֖רֶךְ רְשָׁעִ֣ים תֹּאבֵֽד
PSA,2,1,019_PSA_002_001,green,clean,green:clean: No lint findings.,Sao các dân lại náo động? Và các dân tộc cùng toan tính điều vô ích?,Nhân sao các ngoại bang náo loạn? Và những dân tộc toan mưu chước hư không?,לָ֭מָּה רָגְשׁ֣וּ גוֹיִ֑ם וּ֝לְאֻמִּ֗ים יֶהְגּוּ רִֽיק
PSA,2,2,019_PSA_002_002,green,clean,green:clean: No lint findings.,"Các vua trên đất nổi dậy, các quan quyền cùng nhau đứng lên nghịch cùng Đức Giê-hô-va và nghịch cùng Đấng chịu xức dầu của Ngài.","Các vua thế gian nổi dậy, Các quan trưởng bàn nghị cùng nhau Nghịch Đức Giê-hô-va, và nghịch Đấng chịu xức dầu của Ngài, mà rằng:",יִ֥תְיַצְּב֨וּ מַלְכֵי אֶ֗רֶץ וְרוֹזְנִ֥ים נֽוֹסְדוּ יָ֑חַד עַל יְ֝הוָה וְעַל מְשִׁיחֽוֹ
PSA,2,3,019_PSA_002_003,green,clean,green:clean: No lint findings.,"Chúng ta hãy bẻ gãy dây xiềng của chúng, và quăng xa khỏi chúng ta những xiềng xích trói buộc chúng.","Chúng ta hãy bẻ lòi tói của hai Người, Và quăng xa ta xiềng xích của họ.",נְֽ֭נַתְּקָה אֶת מֽוֹסְרוֹתֵ֑ימוֹ וְנַשְׁלִ֖יכָה מִמֶּ֣נּוּ עֲבֹתֵֽימוֹ
PSA,2,4,019_PSA_002_004,green,clean,green:clean: No lint findings.,Đấng ngự trên trời sẽ cười; Chúa sẽ nhạo báng chúng.,"Đấng ngự trên trời sẽ cười, Chúa sẽ nhạo báng chúng nó.",יוֹשֵׁ֣ב בַּשָּׁמַ֣יִם יִשְׂחָ֑ק אֲ֝דֹנָ֗י יִלְעַג לָֽמוֹ
PSA,2,5,019_PSA_002_005,green,clean,green:clean: No lint findings.,"Bấy giờ Ngài sẽ phán cùng chúng trong cơn thịnh nộ, và dùng cơn giận của Ngài làm cho chúng hoảng sợ.","Bấy giờ Ngài sẽ nổi thạnh nộ phán cùng chúng nó, Dùng cơn giận dữ mình khuấy khỏa chúng nó, mà rằng:",אָ֤ז יְדַבֵּ֣ר אֵלֵ֣ימוֹ בְאַפּ֑וֹ וּֽבַחֲרוֹנ֥וֹ יְבַהֲלֵֽמוֹ
PSA,2,6,019_PSA_002_006,green,clean,green:clean: No lint findings.,"Nhưng ta đã lập vua ta trên núi Si-ôn, là núi thánh của ta.","Dầu vậy, ta đã lập Vua ta Trên Si-ôn là núi thánh ta.",וַ֭אֲנִי נָסַ֣כְתִּי מַלְכִּ֑י עַל צִ֝יּ֗וֹן הַר קָדְשִֽׁי
PSA,2,7,019_PSA_002_007,green,clean,green:clean: No lint findings.,"Ta sẽ truyền ra sắc lệnh của Đức Giê-hô-va; Ngài phán cùng ta rằng: Ngươi là Con Ta, hôm nay Ta đã sinh ngươi.",Ta sẽ giảng ra mạng lịnh: Đức Giê-hô-va phán cùng ta rằng: Ngươi là Con ta; Ngày nay ta đã sanh Ngươi.,אֲסַפְּרָ֗ה אֶֽ֫ל חֹ֥ק יְֽהוָ֗ה אָמַ֘ר אֵלַ֥י בְּנִ֥י אַ֑תָּה אֲ֝נִ֗י הַיּ֥וֹם יְלִדְתִּֽיךָ
PSA,2,8,019_PSA_002_008,green,clean,green:clean: No lint findings.,"Hãy xin Ta, Ta sẽ ban cho Ngươi các dân làm cơ nghiệp, và phần sản nghiệp của Ngươi là những đầu cùng đất.","Hãy cầu ta, ta sẽ ban cho Con các ngoại bang làm cơ nghiệp, Và các đầu cùng đất làm của cải. vãi",שְׁאַ֤ל מִמֶּ֗נִּי וְאֶתְּנָ֣ה ג֭וֹיִם נַחֲלָתֶ֑ךָ וַ֝אֲחֻזָּתְךָ֗ אַפְסֵי אָֽרֶץ
PSA,2,9,019_PSA_002_009,green,clean,green:clean: No lint findings.,Ngươi sẽ đập tan chúng bằng cây gậy sắt; Ngươi sẽ đập vỡ chúng như bình của thợ gốm.,Con sẽ dùng cây gậy sắt mà đập bể chúng nó; Con sẽ làm vỡ nát chúng nó khác nào bình gốm.,תְּ֭רֹעֵם בְּשֵׁ֣בֶט בַּרְזֶ֑ל כִּכְלִ֖י יוֹצֵ֣ר תְּנַפְּצֵֽם
PSA,2,10,019_PSA_002_010,green,clean,green:clean: No lint findings.,"Bây giờ, hỡi các vua, hãy thông sáng; hãy để mình được dạy dỗ, hỡi các quan xét đất.","Vì vậy, hỡi các vua, hãy khôn ngoan; Hỡi các quan xét thế gian, hãy chịu sự dạy dỗ.",וְ֭עַתָּה מְלָכִ֣ים הַשְׂכִּ֑ילוּ הִ֝וָּסְר֗וּ שֹׁ֣פְטֵי אָֽרֶץ
PSA,2,11,019_PSA_002_011,green,clean,green:clean: No lint findings.,"Hãy hầu việc Đức Giê-hô-va cách kính sợ, và hãy vui mừng cách run rẩy.","Khá hầu việc Đức Giê-hô-va cách kính sợ, Và mừng rỡ cách run rẩy.",עִבְד֣וּ אֶת יְהוָ֣ה בְּיִרְאָ֑ה וְ֝גִ֗ילוּ בִּרְעָדָֽה
PSA,2,12,019_PSA_002_012,green,clean,green:clean: No lint findings.,"Hãy hôn Con, kẻo Ngài nổi giận và các ngươi sẽ bị diệt mất đường lối; vì cơn thịnh nộ của Ngài sẽ bừng lên trong chốc lát. Phước thay cho mọi người nương náu nơi Ngài.","Hãy hôn Con, e Người nổi giận, Và các ngươi hư mất trong đường chăng; Vì cơn thạnh nộ Người hòng nổi lên. Phàm kẻ nào nương náu mình nơi Người có phước thay!",נַשְּׁקוּ בַ֡ר פֶּן יֶאֱנַ֤ף וְתֹ֬אבְדוּ דֶ֗רֶךְ כִּֽי יִבְעַ֣ר כִּמְעַ֣ט אַפּ֑וֹ אַ֝שְׁרֵ֗י כָּל ח֥וֹסֵי בֽוֹ
PSA,22,1,019_PSA_022_001,green,clean,green:clean: No lint findings.,"Đức Chúa Trời tôi ôi! Đức Chúa Trời tôi ôi! sao Ngài lìa bỏ tôi? Sao Ngài đứng xa sự cứu rỗi tôi, xa lời kêu la của tôi?","Đức Chúa Trời tôi ôi! Đức Chúa Trời tôi ôi! sao Ngài lìa bỏ tôi? Nhân sao Ngài đứng xa, không giúp đỡ tôi, và chẳng nghe lời rên siếc tôi?",לַ֭מְנַצֵּחַ עַל אַיֶּ֥לֶת הַשַּׁ֗חַר מִזְמ֥וֹר לְדָוִֽד אֵלִ֣י אֵ֭לִי לָמָ֣ה עֲזַבְתָּ֑נִי רָח֥וֹק מִֽ֝ישׁוּעָתִ֗י דִּבְרֵ֥י שַׁאֲגָתִֽי
PSA,22,2,019_PSA_022_002,green,clean,green:clean: No lint findings.,"Đức Chúa Trời tôi ôi! tôi kêu la ban ngày, nhưng Ngài chẳng đáp lời; ban đêm cũng vậy, tôi không được yên nghỉ.","Đức Chúa Trời tôi ôi! tôi kêu cầu ban ngày, nhưng Chúa chẳng đáp lại; Ban đêm cũng vậy, song tôi nào có được an nghỉ đâu",אֱֽלֹהַ֗י אֶקְרָ֣א י֭וֹמָם וְלֹ֣א תַעֲנֶ֑ה וְ֝לַ֗יְלָה וְֽלֹא דֽוּמִיָּ֥ה לִֽי
PSA,22,3,019_PSA_022_003,green,clean,green:clean: No lint findings.,"Nhưng Ngài là Đấng Thánh, ngự nơi sự ngợi khen của Y-sơ-ra-ên.","Còn Chúa là thánh, Ngài là Đấng ngự giữa sự khen ngợi của Y-sơ-ra-ên.",וְאַתָּ֥ה קָד֑וֹשׁ י֝וֹשֵׁ֗ב תְּהִלּ֥וֹת יִשְׂרָאֵֽל
PSA,22,4,019_PSA_022_004,green,clean,green:clean: No lint findings.,Tổ tiên chúng tôi đã tin cậy nơi Ngài; họ tin cậy và Ngài giải cứu họ.,"Tổ phụ chúng tôi nhờ cậy nơi Chúa, Họ nhờ cậy Chúa bèn giải cứu cho.",בְּ֭ךָ בָּטְח֣וּ אֲבֹתֵ֑ינוּ בָּ֝טְח֗וּ וַֽתְּפַלְּטֵֽמוֹ
PSA,22,5,019_PSA_022_005,green,clean,green:clean: No lint findings.,Họ kêu cầu Ngài và được giải cứu; họ tin cậy nơi Ngài mà không bị hổ thẹn.,"Họ kêu cầu cùng Chúa, và được giải cứu; Họ nhờ cậy nơi Chúa, không bị hổ thẹn.",אֵלֶ֣יךָ זָעֲק֣וּ וְנִמְלָ֑טוּ בְּךָ֖ בָטְח֣וּ וְלֹא בֽוֹשׁוּ
PSA,22,6,019_PSA_022_006,green,clean,green:clean: No lint findings.,"Nhưng tôi là một con sâu, chẳng phải người; là sự sỉ nhục của loài người, và bị dân chúng khinh bỉ.","Nhưng tôi là một con trùng, chớ chẳng phải người đâu, Là điều ô nhục của loài người, và vật khinh dể của dân sự.",וְאָנֹכִ֣י תוֹלַ֣עַת וְלֹא אִ֑ישׁ חֶרְפַּ֥ת אָ֝דָ֗ם וּבְז֥וּי עָֽם
PSA,22,7,019_PSA_022_007,green,clean,green:clean: No lint findings.,"Mọi người thấy tôi đều chế nhạo tôi, há miệng mỉa mai, gật đầu mà nhạo báng.","Hễ kẻ nào thấy tôi đều nhạo cười tôi. Trề môi, lắc đầu, mà rằng:",כָּל רֹ֭אַי יַלְעִ֣גוּ לִ֑י יַפְטִ֥ירוּ בְ֝שָׂפָ֗ה יָנִ֥יעוּ רֹֽאשׁ
PSA,22,8,019_PSA_022_008,green,clean,green:clean: No lint findings.,"Hắn phó thác mình cho Đức Giê-hô-va, thì Ngài hãy giải cứu hắn; Ngài hãy cứu hắn, vì Ngài yêu thích hắn.","Người phú thác mình cho Đức Giê-hô-va, Ngài khá giải cứu người; Ngài khá giải cứu người, vì Ngài yêu mến người!",גֹּ֣ל אֶל יְהוָ֣ה יְפַלְּטֵ֑הוּ יַ֝צִּילֵ֗הוּ כִּ֘י חָ֥פֵֽץ בּֽוֹ
PSA,22,9,019_PSA_022_009,green,clean,green:clean: No lint findings.,"Chính Ngài đã rút tôi khỏi lòng mẹ, khiến tôi tin cậy khi còn bú nơi vú mẹ tôi.","Phải, ấy là Chúa rút tôi khỏi lòng mẹ, Khiến tôi tin cậy khi nằm trên vú của mẹ tôi.",כִּֽי אַתָּ֣ה גֹחִ֣י מִבָּ֑טֶן מַ֝בְטִיחִ֗י עַל שְׁדֵ֥י אִמִּֽי
PSA,22,10,019_PSA_022_010,green,clean,green:clean: No lint findings.,"Từ khi còn trong lòng mẹ, tôi đã được giao cho Ngài; từ lúc mới lọt lòng mẹ, Ngài đã là Đức Chúa Trời tôi.",Từ trong tử cung tôi đã được giao cho Chúa; Chúa là Đức Chúa Trời tôi từ khi tôi lọt lòng mẹ.,עָ֭לֶיךָ הָשְׁלַ֣כְתִּי מֵרָ֑חֶם מִבֶּ֥טֶן אִ֝מִּ֗י אֵ֣לִי אָֽתָּה
PSA,22,11,019_PSA_022_011,green,clean,green:clean: No lint findings.,"Xin chớ cách xa tôi, vì tai họa đã kề bên, chẳng có ai giúp đỡ.","Xin chớ đứng xa tôi, vì sự gian truân hầu gần, Chẳng có ai tiếp cứu cho.",אַל תִּרְחַ֣ק מִ֭מֶּנִּי כִּי צָרָ֣ה קְרוֹבָ֑ה כִּי אֵ֥ין עוֹזֵֽר
PSA,22,12,019_PSA_022_012,green,clean,green:clean: No lint findings.,Nhiều bò đực vây quanh tôi; những con bò hùng mạnh của Ba-san bao phủ tôi.,"Có nhiều bò đực bao quanh tôi, Những bò đực hung mạnh của Ba-san vây phủ tôi.",סְ֭בָבוּנִי פָּרִ֣ים רַבִּ֑ים אַבִּירֵ֖י בָשָׁ֣ן כִּתְּרֽוּנִי
PSA,22,13,019_PSA_022_013,green,clean,green:clean: No lint findings.,"Chúng há miệng ra nghịch cùng tôi, như sư tử gầm thét và xé xác.","Chúng nó hả miệng ra cùng tôi, Khác nào sư tử hay cắn xé và gầm hét.",פָּצ֣וּ עָלַ֣י פִּיהֶ֑ם אַ֝רְיֵ֗ה טֹרֵ֥ף וְשֹׁאֵֽג
PSA,22,14,019_PSA_022_014,green,clean,green:clean: No lint findings.,"Tôi bị đổ ra như nước, các xương tôi đều rời rạc; lòng tôi như sáp, tan chảy trong lòng tôi.","Tôi bị đổ ra như nước, Các xương cốt tôi đều rời rã; Trái tim tôi như sáp, Tan ra trong mình tôi.",כַּמַּ֥יִם נִשְׁפַּכְתִּי֮ וְהִתְפָּֽרְד֗וּ כָּֽל עַצְמ֫וֹתָ֥י הָיָ֣ה לִ֭בִּי כַּדּוֹנָ֑ג נָ֝מֵ֗ס בְּת֣וֹךְ מֵעָֽי
PSA,22,15,019_PSA_022_015,green,clean,green:clean: No lint findings.,"Sức lực tôi khô như đất sét, lưỡi tôi dính vào hàm; Ngài đã đặt tôi trong bụi của cái chết.","Sức lực tôi khô như miếng gốm, Và lưỡi tôi dính nơi ổ gà; Chúa đã để tôi nằm trong bụi tro sự chết.",יָ֘בֵ֤שׁ כַּחֶ֨רֶשׂ כֹּחִ֗י וּ֭לְשׁוֹנִי מֻדְבָּ֣ק מַלְקוֹחָ֑י וְֽלַעֲפַר מָ֥וֶת תִּשְׁפְּתֵֽנִי
PSA,22,16,019_PSA_022_016,green,clean,green:clean: No lint findings.,"Vì những chó bao quanh tôi, một bọn kẻ ác vây hãm tôi; chúng đâm thủng tay và chân tôi.","Vì những chó bao quanh tôi, Một lũ hung ác vây phủ tôi; Chúng nó đâm lủng tay và chân tôi;",כִּ֥י סְבָב֗וּנִי כְּלָ֫בִ֥ים עֲדַ֣ת מְ֭רֵעִים הִקִּיפ֑וּנִי כָּ֝אֲרִ֗י יָדַ֥י וְרַגְלָֽי
PSA,22,17,019_PSA_022_017,green,clean,green:clean: No lint findings.,"Tôi đếm được các xương tôi; chúng nhìn xem, chăm chú nhìn tôi.",Tôi đếm được các xương tôi. Chúng nó xem và ngó chân tôi;,אֲסַפֵּ֥ר כָּל עַצְמוֹתָ֑י הֵ֥מָּה יַ֝בִּ֗יטוּ יִרְאוּ בִֽי
PSA,22,18,019_PSA_022_018,green,clean,green:clean: No lint findings.,"Chúng chia nhau áo quần tôi, và bắt thăm về áo xống tôi.","Chúng nó chia nhau áo xống tôi, Bắt thăm về áo dài tôi.",יְחַלְּק֣וּ בְגָדַ֣י לָהֶ֑ם וְעַל לְ֝בוּשִׁ֗י יַפִּ֥ילוּ גוֹרָֽל
PSA,22,19,019_PSA_022_019,green,clean,green:clean: No lint findings.,"Đức Giê-hô-va ôi, chớ đứng xa tôi; hỡi Đấng che chở tôi, hãy mau đến giúp đỡ tôi.",Đức Giê-hô-va ôi! chớ đứng xa tôi; Hỡi Đấng cứu tiếp tôi ôi! hãy mau mau đến giúp đỡ tôi.,וְאַתָּ֣ה יְ֭הוָה אַל תִּרְחָ֑ק אֱ֝יָלוּתִ֗י לְעֶזְרָ֥תִי חֽוּשָׁה
PSA,22,20,019_PSA_022_020,green,clean,green:clean: No lint findings.,"Xin giải cứu linh hồn tôi khỏi gươm, cứu mạng sống duy nhất của tôi khỏi quyền lực chó dữ.","Hãy giải cứu linh hồn tôi khỏi gươm, Và mạng sống tôi khỏi loài chó.",הַצִּ֣ילָה מֵחֶ֣רֶב נַפְשִׁ֑י מִיַּד כֶּ֝֗לֶב יְחִידָתִֽי
PSA,22,21,019_PSA_022_021,green,clean,green:clean: No lint findings.,"Xin cứu tôi khỏi mõm sư tử, và khỏi các sừng trâu rừng; Ngài đã đáp lời tôi.","Hãy cứu tôi khỏi họng sư tử, Từ các sừng của trâu rừng, Chúa đã nhậm lời tôi.",ה֭וֹשִׁיעֵנִי מִפִּ֣י אַרְיֵ֑ה וּמִקַּרְנֵ֖י רֵמִ֣ים עֲנִיתָֽנִי
PSA,22,22,019_PSA_022_022,green,clean,green:clean: No lint findings.,"Tôi sẽ rao truyền danh Ngài cho các anh em tôi, và giữa hội chúng tôi sẽ ngợi khen Ngài.","Tôi sẽ rao truyền danh Chúa cho anh em tôi, Và ngợi khen Chúa giữa hội chúng.",אֲסַפְּרָ֣ה שִׁמְךָ֣ לְאֶחָ֑י בְּת֖וֹךְ קָהָ֣ל אֲהַלְלֶֽךָּ
PSA,22,23,019_PSA_022_023,green,clean,green:clean: No lint findings.,"Hỡi những kẻ kính sợ Đức Giê-hô-va, hãy ngợi khen Ngài; hỡi cả dòng dõi Gia-cốp, hãy tôn vinh Ngài; và hãy kính sợ Ngài, hỡi cả dòng dõi Y-sơ-ra-ên.","Hỡi các người kính sợ Đức Giê-hô-va, hãy ngợi khen Ngài; ù hết thảy dòng dõi Gia-cốp, khá tôn vinh Ngài. Hỡi hết thảy dòng dõi Y-sơ-ra-ên, hãy kính sợ Ngài;",יִרְאֵ֤י יְהוָ֨ה הַֽלְל֗וּהוּ כָּל זֶ֣רַע יַעֲקֹ֣ב כַּבְּד֑וּהוּ וְג֥וּרוּ מִ֝מֶּ֗נּוּ כָּל זֶ֥רַע יִשְׂרָאֵֽל
