book,chapter,verse,issues
JOS,19,2,"mistranslation: The Hebrew 'בְּאֵר שֶׁבַע וְשֶׁבַע' means 'Beer-sheba and Sheba' (two distinct place names: Beer-sheba and Sheba). The Chinese renders it as '別是巴、別是巴' (Beer-sheba, Beer-sheba), duplicating the same name instead of translating the second 'שֶׁבַע' as a separate place name 'Sheba' (示巴). This changes the meaning by omitting the second distinct location."
JOS,19,12,"mistranslation: The Hebrew 'וְשָׁב מִשָּׂרִיד' means 'and it turns from Sarid' (i.e., the border turns from Sarid), but the Chinese renders '餘民要從東方' ('the remnant from the east'), which misidentifies 'Sarid' (a place name) as 'remnant' and omits the directional 'from Sarid'.; name_swap: The Hebrew place name 'שָּׂרִיד' (Sarid) is not translated; instead '餘民' (remnant) is used, which is a different meaning. Also 'כִּסְלֹת תָּבֹר' (Kisloth Tabor) is rendered as '基斯烈他拿' (Kisloth Tabor? Actually '基斯烈他拿' seems to be a conflation or misrendering; the Hebrew is 'כִּסְלֹת תָּבֹר' = Kisloth Tabor, but the Chinese says '基斯烈他拿' which is not the standard name; however, this may be a transliteration issue, but the main issue is the Sarid mistranslation).; omission: The Hebrew 'עַל גְּבוּל כִּסְלֹת תָּבֹר' means 'to the border of Kisloth Tabor', but the Chinese says '經基斯烈他拿的境界' which adds '經' (through) and omits the specific 'border of' nuance, though this is minor. The major omission is the entire phrase 'מִשָּׂרִיד' (from Sarid) which is replaced with '餘民' (remnant)."
JOS,19,21,"name_swap: The Hebrew lists four place names: רֶמֶת (Remet), עֵין גַּנִּים (En Gannim), עֵין חַדָּה (En Haddah), and בֵּית פַּצֵּץ (Beth Pazzez). The Chinese renders them as 勒麥特 (Remet), 以楠 (Enam? — this is not En Gannim; '以楠' corresponds to a different name, likely 'Enam' from elsewhere), 欣哈大 (En Haddah), and 巴次斯家宅 (Beth Pazzez). The second name עֵין גַּנִּים ('En Gannim' = 'spring of gardens') is mistranslated as 以楠, which is a different place name (עֵינָם, Enam, e.g., in Joshua 15:34). This is a name swap/omission of the actual name."
JOS,19,38,"name_swap: The Hebrew lists 'חֳרֵם' (Horem) as the third city, but the Chinese renders it as '何連' (Helian), which corresponds to 'חֵלֶם' (Helem) or a different name; the correct rendering should be '何倫' or similar for Horem. Additionally, the Chinese adds '伊利安' (Yili'an) which is not in the Hebrew; the Hebrew has 'וְיִרְאוֹן' (Yiron) and 'מִגְדַּל אֵל' (Migdal-El), but the Chinese lists '以利安' (Yili'an) for Yiron, then '米大伊勒' (Midaiyile) for Migdal-El, then '何連' (Helian) for Horem, then '伯亞納' (Beth-anath), then '伊利安' (Yili'an) again, which is a duplication of the first name and not in the Hebrew; the Hebrew has 'בֵּית שֶׁמֶשׁ' (Beth-shemesh) as the last city, which the Chinese renders as '伯示麥' (Boshimai), but the extra '伊利安' is an addition."
JOS,20,8,"mistranslation: The Hebrew 'מִמַּטֵּה' means 'from the tribe of', but the Chinese renders it as '從...的杖' (from the staff/rod of), which is a literal rendering of 'מַטֶּה' as 'staff' rather than the idiomatic 'tribe'. This changes the meaning from tribal allotment to a staff, which is a substantive mistranslation.; mistranslation: The Hebrew 'נָתְנוּ' means 'they gave' (assigned), but the Chinese uses '劃出' (delineated/marked out), which adds a concept of drawing boundaries not present in the Hebrew verb. The Hebrew simply states they gave these cities, not that they drew them out.; mistranslation: The Hebrew 'בַּמִּישֹׁר' means 'on the plain/tableland', but the Chinese renders it as '公平之地' (place of fairness/equity), which is a mistranslation. 'מִישֹׁר' means a level plain, not 'fairness'.; mistranslation: The Hebrew 'אֶת רָאמֹת' is the city Ramoth, but the Chinese adds '城門' (city gate) which is not in the Hebrew. The Hebrew simply says 'Ramoth in Gilead', not 'the gate of Ramoth'.; mistranslation: The Hebrew 'גלון' (Golan) is rendered as '哥蘭' which is correct, but the Chinese adds '城' (city) to '比色城' (Bezer city) and '哥蘭' without '城' for Golan, creating inconsistency. More importantly, the Hebrew does not call Bezer 'city' explicitly in this verse, though it is implied as a city."
JOS,20,9,"mistranslation: Hebrew 'עָרֵי הַמּֽוּעָדָה' means 'cities of refuge' (designated refuge cities), not '節期城' (festival cities). The word 'מוּעָדָה' here is from the root 'יעד' meaning 'appointed/designated' (refuge), not 'festival' (which would be 'מוֹעֵד' in a different sense). This changes the meaning for a Chinese reader."
JOS,21,2,"mistranslation: Hebrew וּמִגְרְשֵׁיהֶן (their pasture lands) is rendered as 曠野 (wilderness), which changes the meaning from 'pasture lands belonging to the cities' to 'wilderness'."
JOS,21,28,"name_swap: The Hebrew has 'קִשְׁיוֹן' (Kishion) and 'דָּבְרַת' (Daberath), but the Chinese renders them as '基善' (Jishan) and '達比拉' (Dabila). '基善' does not match 'Kishion' (should be something like '基順' or '基申'), and '達比拉' does not match 'Daberath' (should be '達巴拉' or '達比拉' is close but the Hebrew is דָּבְרַת, not דָּבִיר; however, the main issue is '基善' for Kishion, which is a different name)."
JOS,21,30,"name_swap: The Hebrew has 'עַבְדּוֹן' (Abdon), but the Chinese renders it as '亞比頓' (Abidon), which is a different name. The correct transliteration should be '押頓' or '亞伯頓'."
JOS,21,41,"mistranslation: The Hebrew 'וּמִגְרְשֵׁיהֶן' means 'and their pasture lands' (or 'their open lands'), but the Chinese renders it as '和曠野' ('and wilderness'), which changes the meaning from designated pasture/common lands around the cities to a general wilderness."
JOS,22,1,"mistranslation: The Hebrew 'מַטֵּה מְנַשֶּׁה' means 'the tribe of Manasseh' (מַטֵּה = tribe, staff, rod), but the Chinese renders it as '杖' (staff/rod), which is a literal translation of the word's basic meaning but not the intended sense in this context. This could mislead the reader into thinking it refers to a physical staff rather than the tribe. The correct rendering should be '瑪拿西半個支派' (the half-tribe of Manasseh)."
JOS,22,7,"mistranslation: The Hebrew 'וְלַחֲצִ֣י שֵׁ֣בֶט הַֽמְנַשֶּׁ֗ה' means 'to the half-tribe of Manasseh' (i.e., the half of the tribe of Manasseh), but the Chinese renders it as '瑪拿西半個杖' ('half a staff of Manasseh'), which misinterprets 'שֵׁבֶט' (tribe) as '杖' (staff/rod). This changes the meaning from a tribal division to a physical object.; mistranslation: The Hebrew 'נָתַ֣ן מֹשֶׁה֮ בַּבָּשָׁן֒' means 'Moses gave in Bashan' (i.e., the territory of Bashan), but the Chinese says '摩西將巴珊分給' ('Moses divided Bashan to'), which reverses the object: in Hebrew, Bashan is the location where the land was given, not the thing given. The Chinese implies Bashan itself was given to the half-tribe, whereas the Hebrew means Moses gave (land) in Bashan to them.; mistranslation: The Hebrew 'וּלְחֶצְי֗וֹ נָתַ֤ן יְהוֹשֻׁ֨עַ֙ עִם אֲחֵיהֶ֔ם' means 'and to its [other] half Joshua gave with their brothers' (i.e., the other half of Manasseh received land with their brothers), but the Chinese says '約書亞將另一半與他們的弟兄一同分於' ('Joshua divided the other half together with their brothers'), which is close but the phrase 'עִם אֲחֵיהֶם' ('with their brothers') is rendered as '與他們的弟兄一同' — this is acceptable, but the main issue is the preceding mistranslation of 'שֵׁבֶט' and the Bashan reversal.; omission: The Hebrew 'מֵעֵבֶר הַיַּרְדֵּן יָמָּה' means 'beyond the Jordan westward' (i.e., on the west side of the Jordan), but the Chinese says '於約旦河以西海那邊' ('on the west side of the Jordan, toward the sea'), which adds '海那邊' ('toward the sea') — this is an addition not in the Hebrew, though it may be an interpretive gloss; however, the core meaning 'west of the Jordan' is preserved, so this is minor."
JOS,22,15,"mistranslation: The Hebrew 'אֶרֶץ הַגִּלְעָד' means 'the land of Gilead', but the Chinese renders it as '地基列' (foundation of Gilead), which incorrectly adds the concept of 'foundation' (地) and misrepresents the place name. The correct rendering should be '基列地' or '基列地帶'."
JOS,22,16,"mistranslation: The Hebrew says 'in building for yourselves an altar' (בִּבְנוֹתְכֶם לָכֶם מִזְבֵּחַ), but the Chinese says '在你們女兒身上另立祭壇' (on your daughters' bodies you set up an altar), which introduces 'daughters' (女兒) not present in the Hebrew and changes the object of the action."
JOS,24,2,"name_swap: The Hebrew says 'בְּעֵבֶר הַנָּהָר' ('beyond the River' / 'across the River'), referring to the Euphrates, but the Chinese adds '以巴衛' (Ephrath?) which is not in the Hebrew text. The Hebrew does not name the river here; it simply says 'the River' (i.e., the Euphrates). The addition of '以巴衛' is an unsupported name not present in the source."
JOS,24,8,"name_swap: The Hebrew text has 'בְּעֵבֶר הַיַּרְדֵּן' (beyond the Jordan), but the Chinese adds '以巴衛' (Ebal?) which is not in the Hebrew. This appears to be an addition of a place name not present in the source text."
JOS,24,15,"addition: The Chinese adds '從你們眼前所見的諸神中' (from the gods you see before your eyes), which has no basis in the Hebrew text. The Hebrew simply says 'choose for yourselves today whom you will serve' (בַּחֲרוּ לָכֶם הַיּוֹם אֶת מִי תַעֲבֹדוּן), without specifying 'the gods you see before your eyes'."
JDG,2,8,"name_swap: The Hebrew says 'Joshua son of Nun' (יְהוֹשֻׁעַ בִּן נוּן), but the Chinese renders '奴的兒子' (son of Nu), swapping 'Nun' (נוּן) for 'Nu' (奴). This is a name change that would mislead a Chinese reader."
JDG,3,26,"mistranslation: The Hebrew 'הַשְּׂעִירָתָה' (ha-Se'iratah) is a place name, 'Seirah' (a location in Ephraim), not '小山羊' (little goat). The Chinese rendering changes the meaning from a geographical destination to an animal."
JDG,3,31,"name_swap: The Hebrew name שַׁמְגַּר (Shamgar) is rendered as 沙麥加, which is a different name (Shamaijia) rather than the standard transliteration 珊迦 or 沙姆加. This could lead a reader to identify the wrong person."
JDG,4,2,"mistranslation: The Hebrew phrase 'בַּחֲרֹשֶׁת הַגּוֹיִם' (in Harosheth-ha-goiim) is a proper place name, 'Harosheth of the nations/Gentiles', not '各民族' (all nations/peoples) as a generic description. The Chinese rendering '各民族的雕刻之地' (the carved place of all nations) misinterprets the proper noun 'חֲרֹשֶׁת' (Harosheth) as '雕刻' (carving/engraving) and 'הַגּוֹיִם' (the nations) as a generic '各民族', losing the place-name identity and adding a meaning not in the Hebrew."
JDG,4,6,"name_swap: The Hebrew name בָּרָק (Barak) is rendered as '閃電' (lightning) instead of a transliteration of the personal name '巴拉' or similar. This changes the proper name into a common noun, which is a name swap/alteration."
JDG,4,13,"mistranslation: The Hebrew phrase 'מֵחֲרֹשֶׁת הַגּוֹיִם' (from Harosheth-ha-goiim) is a proper place name, 'Harosheth of the nations' (or 'Harosheth-ha-goiim'), not '民族的雕刻處' ('the carving place of the nations'). The word 'חֲרֹשֶׁת' here is a place name, not the common noun for 'craftsmanship/carving' (חָרָשָׁה). This mistranslation changes the meaning from a geographical location to a descriptive phrase."
JDG,4,15,"name_swap: The Hebrew says 'before Barak' (לִפְנֵי בָרָק), but the Chinese renders it as '在閃電面前' (before the lightning/flash), swapping the proper name Barak for a common noun '閃電' (lightning). This changes the meaning: the rout is before Barak, not before lightning."
JDG,4,17,"mistranslation: The Hebrew 'אֵשֶׁת חֶבֶר הַקֵּינִי' means 'the wife of Heber the Kenite' (i.e., Jael, Heber's wife). The Chinese renders it as '基尼人何伯的妻子雅億人的帳幕' ('the tent of Jael, the wife of Heber the Kenite'), adding '雅億' (Jael) as if it were part of the Hebrew text. The Hebrew does not name Jael here; it only says 'the wife of Heber the Kenite.' This addition changes the identity of the tent's owner and introduces a name not present in the source."
JDG,5,6,"name_swap: The Hebrew has 'בִּימֵי שַׁמְגַּר בֶּן עֲנָת' (in the days of Shamgar son of Anath) and 'בִּימֵי יָעֵל' (in the days of Jael). The Chinese renders 'בֶּן עֲנָת' as '亞拿他' (Anatha) but then adds '和雅億人的日子裡' (and the days of the Jael people), which misidentifies Jael as a people group rather than the personal name 'יָעֵל' (Jael). The Hebrew clearly has two personal names: Shamgar son of Anath, and Jael. The Chinese translation incorrectly treats 'יָעֵל' as a collective '雅億人' (Jael people), changing the proper name to a group designation."
JDG,5,10,"mistranslation: Hebrew 'אֲתֹנֹות צְחֹרֹות' means 'white donkeys' (female donkeys that are white/tawny), but Chinese renders as '驢子' (donkeys) without the color 'white' (白色). This omits the substantive descriptor 'צְחֹרֹות'.; mistranslation: Hebrew 'יֹשְׁבֵי עַל מִדִּין' means 'those who sit on a saddle/rug' (מִדִּין = saddle-cloth or carpet), but Chinese renders as '坐在審判座上' (sitting on a judgment seat), which adds the concept of 'judgment' (審判) not present in the Hebrew and changes the meaning."
JDG,5,13,"mistranslation: The Hebrew 'יְהוָה יְרַד לִי בַּגִּבּוֹרִים' means 'YHWH came down for me among the mighty ones' (or 'against the mighty'), with 'לִי' meaning 'for me' and 'בַּגִּבּוֹרִים' meaning 'among/with the mighty ones'. The Chinese renders '百姓必歸向耶和華' ('the people will turn to YHWH'), which reverses the subject-object relationship: in Hebrew YHWH is the subject of 'came down', not the object of the people's turning. Also 'לִי' ('for me') is omitted, and 'בַּגִּבּוֹרִים' is rendered as '於強者之中' ('among the strong ones'), which is acceptable, but the main clause misrepresents who is acting. The Chinese adds '百姓必歸向' ('the people will turn to') which has no basis in the Hebrew; the Hebrew has no verb 'turn' or 'return'."
JDG,5,16,"mistranslation: The Hebrew 'בֵּין הַמִּשְׁפְּתַיִם' means 'between the sheepfolds' (or 'between the saddlebags'), not 'among the burdens' (擔子中間). The Chinese '擔子' (burdens) is a mistranslation of the Hebrew term.; mistranslation: The Hebrew 'לִפְלַגּוֹת רְאוּבֵן גְּדוֹלִים חִקְרֵי לֵב' means 'for the divisions of Reuben, great are the searchings of heart' (i.e., Reuben's divisions cause great heart-searching). The Chinese '為流便支派的分裂而搜尋心' renders 'search the heart' as an imperative-like action, but the Hebrew is a nominal clause stating that the heart-searchings are great, not an instruction to search. This changes the meaning."
JDG,5,17,"mistranslation: The Hebrew phrase 'בְּעֵבֶר הַיַּרְדֵּן' means 'beyond the Jordan' (i.e., on the other side of the Jordan), but the Chinese renders it as '以巴衛約旦河' which is unclear and appears to be a garbled or incorrect rendering; '以巴衛' does not correspond to any Hebrew word here, and the meaning 'beyond' is lost."
JDG,6,19,"mistranslation: The Hebrew 'אֶל תַּחַת הָאֵלָה' means 'to under the oak' (i.e., under the terebinth/oak tree), but the Chinese renders it as '帶到以拉人那裡' ('brought to the Elah people'), misinterpreting the place name/word 'הָאֵלָה' (the oak/terebinth) as a people group '以拉人'. This changes the location from a tree to a group of people."
JDG,6,28,"mistranslation: The Hebrew 'מִזְבַּח הַבַּעַל' means 'the altar of Baal', but the Chinese renders it as '主人的祭壇' ('the master's altar'), which changes the referent from the deity Baal to a generic 'master'."
JDG,6,30,"mistranslation: The Hebrew 'אֶת מִזְבַּח הַבַּעַל' means 'the altar of Baal', but the Chinese renders it as '主人的祭壇' ('the master's altar'), which changes the referent from the deity Baal to a generic 'master'."
JDG,6,32,"name_swap: The Hebrew name is יְרֻבַּעַל (Jerubbaal), but the Chinese renders it as 耶路巴設 (Jerubbesheth), a different name."
JDG,7,1,"mistranslation: The Hebrew 'מִגִּבְעַת הַמּוֹרֶה' means 'from the hill of Moreh' (גִּבְעַת = hill of, הַמּוֹרֶה = Moreh, a proper name). The Chinese renders it as '雨山丘' ('Rain Hill'), which is a mistranslation of the proper name 'Moreh' as if it were the common noun 'מוֹרֶה' (rain). This changes the place name."
JDG,7,19,"mistranslation: Hebrew 'אַךְ הָקֵם הֵקִימוּ אֶת הַשֹּׁמְרִים' means 'they had just set up the watchmen' (i.e., the guards had just been posted), but Chinese '只起來使守望者醒起' says 'only arose to wake the watchmen', changing the meaning from 'setting/stationing guards' to 'waking them up'."
JDG,7,22,"mistranslation: The Hebrew phrase 'עַד בֵּית הַשִּׁטָּה צְרֵרָתָה' is rendered as '直到比色他、色勒拉哈' (until Bizeita, Serelaha). The Hebrew place name is 'בֵּית הַשִּׁטָּה' (Beth-shittah) and 'צְרֵרָתָה' (Zererathah, with the directive -ה). The Chinese '比色他' appears to be a transliteration of 'בֵּית הַשִּׁטָּה' but is inaccurate (missing the 'shittah' element), and '色勒拉哈' for 'צְרֵרָתָה' is a reasonable transliteration but the place name 'בֵּית הַשִּׁטָּה' should be rendered as '伯施他' or similar, not '比色他'. However, the main issue is that 'בֵּית הַשִּׁטָּה' is a single place name (Beth-shittah), and the Chinese splits it into two names '比色他' and '色勒拉哈', which misrepresents the Hebrew as two separate locations. This changes the geographical reference.; mistranslation: The Hebrew 'עַד שְׂפַת אָבֵל מְחוֹלָה' is rendered as '直到亞別摩拉的嘴唇' (until the lip of Abel-meholah). The Hebrew 'שְׂפַת' means 'edge/border' (literally 'lip'), and the Chinese '嘴唇' (lip) is a literal rendering but acceptable. However, the place name 'אָבֵל מְחוֹלָה' (Abel-meholah) is correctly transliterated as '亞別摩拉'. The issue is that the Chinese adds '的嘴唇' (the lip of) which is a literal translation of 'שְׂפַת', but in context it means 'the border of Abel-meholah'. This is acceptable, not a flag. The main flag is the first issue."
JDG,7,24,"mistranslation: Hebrew 'וּמַלְאָכִים' means 'messengers' (plural of מַלְאָךְ, 'messenger'), not 'angels' (天使). The Chinese rendering '天使' specifically means 'angels' (supernatural beings), which is a mistranslation of the Hebrew term in this context, where Gideon sent human messengers."
JDG,7,25,"name_swap: The Hebrew says 'עֵבֶר לַיַּרְדֵּן' (beyond the Jordan), but the Chinese adds '以巴衛的' (of Abarim?) before '約旦河', which is not in the Hebrew text. This is an addition of a place name not present in the source."
JDG,8,5,"mistranslation: The proper names זֶבַח (Zebah) and צַלְמֻנָּע (Zalmunna) are rendered as '祭物' (sacrifice/offering) and '撒勒穆拿' respectively. '祭物' is not a transliteration of Zebah but a common noun meaning 'sacrifice', which misidentifies the king's name. The Hebrew clearly lists two personal names, Zebah and Zalmunna, kings of Midian."
JDG,8,12,"name_swap: The Hebrew names זֶבַח (Zebah) and צַלְמֻנָּע (Zalmunna) are transliterated in Chinese as 祭物 and 撒勒穆拿 respectively. 祭物 means 'sacrifice/offering' in Chinese, which is a semantic translation of the name Zebah (which means 'sacrifice'), not a transliteration. This could mislead a Chinese reader into thinking the text refers to a sacrificial offering rather than a personal name. The name should be transliterated (e.g., 西巴) to preserve the proper name."
JDG,8,18,"name_swap: The Hebrew has 'זֶבַח' (Zebah) and 'צַלְמֻנָּע' (Zalmunna), but the Chinese renders '祭物' (sacrifice/offering) for Zebah, which is a mistranslation of the proper name, and '撒勒穆拿' for Zalmunna. Zebah is a personal name, not the word for 'sacrifice'."
JDG,8,21,"name_swap: The Hebrew names זֶבַח (Zebah) and צַלְמֻנָּע (Zalmunna) are rendered as 祭物 and 撒勒穆拿. 祭物 means 'sacrifice/offering' in Chinese, which is a mistranslation of the proper name Zebah (which sounds like 'sacrifice' but is a personal name). This changes the proper name into a common noun, causing a reader to misunderstand the identity of the person. The second name 撒勒穆拿 is a transliteration of Zalmunna, which is acceptable. Additionally, the ornament term הַשַּׂהֲרֹנִים (crescent ornaments) is rendered as 撒轄, which appears to be a transliteration error or a different term, but the main issue is the name swap/mistranslation of Zebah."
JDG,8,32,"mistranslation: The Hebrew 'בְּעָפְרָה אֲבִי הָעֶזְרִי' means 'in Ophrah of the Abiezrites' (i.e., Ophrah, which belonged to the clan of Abiezer). The Chinese renders this as '亞比以謝的亞比以謝' ('Abiezer of Abiezer'), which is a nonsensical duplication and misrepresents the place name 'Ophrah' as 'Abiezer' and the gentilic 'the Abiezrite' as a second 'Abiezer'. This changes the meaning: the location is Ophrah, not a place called 'Abiezer of Abiezer'."
JDG,8,33,"mistranslation: The Hebrew 'הַבְּעָלִים' (the Baals) is plural, referring to the Canaanite deities collectively, but the Chinese renders it as '主人' (masters/lords), which loses the specific reference to the Baal idols and changes the meaning. The correct rendering should be '巴力們' or '諸巴力'."
JDG,9,1,"name_swap: Hebrew has 'Jerubbaal' (יְרֻבַּעַל), but Chinese renders '耶路巴設' (Jerubbesheth). This is a different name; the Hebrew text reads Jerubbaal, not Jerubbesheth."
JDG,9,2,"mistranslation: Hebrew says 'seventy men' (שִׁבְעִים אִישׁ), but Chinese renders '七十二個人' (seventy-two men). The number is wrong.; name_swap: Hebrew has 'Jerubbaal' (יְרֻבַּעַל), but Chinese renders '耶路巴設' (Jerubbesheth), a different name."
JDG,9,5,"name_swap: The Hebrew has '耶路巴力' (Jerubbaal, יְרֻבַּעַל), but the Chinese renders it as '耶路巴設' (Jerubbesheth), a different name."
JDG,9,26,"name_swap: The Hebrew name גַּעַל (Gaal) is rendered as 贖, which is a different name/word; the correct transliteration should be 迦勒 or 迦亞勒. This changes the personal name."
JDG,9,28,"name_swap: The Hebrew has 'זְבֻל' (Zebul), but the Chinese renders it as '撒拔' (Saba), which is a different name. The correct transliteration should be '西布勒' or similar.; mistranslation: The Hebrew 'בֶן יְרֻבַּעַל' means 'son of Jerubbaal' (i.e., Gideon), but the Chinese says '耶路巴設的兒子' (son of Jerubbesheth), which is a different name. The Hebrew has 'יְרֻבַּעַל' (Jerubbaal), not 'יְרֻבֶּשֶׁת' (Jerubbesheth)."
JDG,9,30,"name_swap: The Hebrew name זְבֻל (Zebul) is rendered as 撒拔, which is incorrect; the proper transliteration should be 西布勒 or similar. The name 撒拔 does not correspond to the Hebrew."
JDG,9,35,"name_swap: The Hebrew has 'Gaal son of Ebed' (גַּעַל בֶּן עֶבֶד), but the Chinese renders '贖，那僕人的兒子' — '贖' is not a transliteration of Gaal, and '那僕人的兒子' ('son of that servant') mistranslates the proper name Ebed (עֶבֶד, meaning 'servant') as a common noun, losing the personal name Gaal entirely."
JDG,9,37,"name_swap: The Hebrew 'אֵלוֹן מְעוֹנְנִים' (Elon Meonenim, 'oak of the soothsayers') is rendered as '米惡寧尼橡樹' (Mi'e Ningni oak tree), which appears to be a transliteration error or name swap—'מְעוֹנְנִים' (Meonenim) is not '米惡寧尼' (Mi'e Ningni). The correct transliteration should be '米歐寧寧' or similar, not '米惡寧尼'."
JDG,9,39,"name_swap: The Hebrew subject is Ga'al (גַעַל), but the Chinese renders '贖出來' (redeemed out), which is not a name and misidentifies the subject. The name Ga'al is omitted and replaced with a verb meaning 'redeem', changing who is acting."
JDG,9,51,"mistranslation: The Hebrew phrase 'וּמִגְדַּל עֹז' means 'a strong tower' (or 'tower of strength'), but the Chinese renders it as '城樓中的能力' ('the ability/power within the city tower'), which misconstrues the construct chain: 'עֹז' (strength) is the attribute of the tower, not a separate entity located in it. The Chinese reader would understand the tower as containing 'ability' rather than being a strong tower."
JDG,9,56,"mistranslation: The Hebrew says 'seventy brothers' (שִׁבְעִים אֶחָיו), but the Chinese renders '七十二個弟兄' (seventy-two brothers), adding the number two."
JDG,10,6,"mistranslation: The Hebrew 'וַיַּעַבְדוּ אֶת הַבְּעָלִים וְאֶת הָעַשְׁתָּרוֹת' means 'they served the Baals and the Ashtaroth' (the Canaanite deities Baal and Ashtoreth). The Chinese renders this as '事奉主人和阿實突女神廟' ('served the master and the temple of the goddess of Ashdod'), which misidentifies 'Baals' as '主人' (master) and 'Ashtaroth' as '阿實突女神廟' (temple of the goddess of Ashdod). This changes the proper names and adds 'temple' not in the Hebrew, altering the meaning.; mistranslation: The Hebrew 'וְאֵת אֱלֹהֵי בְנֵי עַמּוֹן' means 'and the gods of the sons of Ammon' (i.e., the Ammonites). The Chinese renders this as '亞捫人的兒子的神' ('the gods of the sons of the Ammonite people'), which reverses the construct relationship, making it 'sons of the Ammonites' instead of 'sons of Ammon' (Ammonites). This is a minor but factual shift in the proper name/construct chain."
JDG,10,12,"mistranslation: The Hebrew 'וּמָעוֹן' is a proper name 'Maon' (a people/place), but the Chinese renders it as '居所' (dwelling place), which is a mistranslation of the proper name."
JDG,11,9,"mistranslation: The Hebrew says 'וְנָתַן יְהוָה אוֹתָם לְפָנָי' — 'and Yahweh gives them before me' (before me, i.e., Jephthah). The Chinese renders it as '交在你們面前' — 'before you' (plural). This changes the person from first-person singular (me) to second-person plural (you), altering who receives the victory."
JDG,11,13,"mistranslation: Hebrew 'בַּעֲלוֹתוֹ מִמִּצְרַיִם' means 'when he came up from Egypt' (i.e., Israel coming up out of Egypt), but Chinese says '以色列上埃及時' ('when Israel went up to Egypt'), reversing the direction of travel."
JDG,11,19,"mistranslation: The Hebrew 'מַלְאָכִים' means 'messengers' (envoys), not 'angels' (天使). The Chinese rendering '天使' changes the meaning to supernatural beings, whereas the context clearly refers to human messengers sent by Israel."
JDG,11,24,"mistranslation: The Hebrew is a rhetorical question: 'Is it not that whatever Chemosh your god dispossesses for you, you possess; and whatever Yahweh our God dispossesses before us, we possess?' The Chinese renders the second half as a question ('同樣，我們也要佔據...嗎？'), which changes the assertion into a question, whereas the Hebrew second clause is a declarative statement (אוֹתוֹ נִירָשׁ). This alters the meaning: the Hebrew affirms that Israel possesses what Yahweh gives, not asks whether they should."
JDG,11,40,"mistranslation: Hebrew 'לְתַנּוֹת' (from the root תנה) means 'to commemorate' or 'to recount/praise', not 'to lament/mourn' (which would be a different root). The Chinese '哀哭' (to weep/mourn) changes the meaning of the verse's purpose clause."
JDG,12,13,"name_swap: The Hebrew name 'עַבְדּוֹן' (Abdon) is rendered as '亞比頓' (Yabidun), which is a different name (Abdon vs. Abidon). The correct Chinese transliteration should be '押頓' or '亞頓'."
JDG,13,10,"mistranslation: The Hebrew says the woman ran and told 'her husband' (לְאִישָׁהּ), but the Chinese renders it as '告訴那人' (told that man), which changes the recipient from her husband to the man who appeared. This is a substantive change in who is being told."
JDG,13,13,"mistranslation: The Hebrew says 'to the woman' (אֶל הָאִשָּׁה), but the Chinese renders it as '對妻子' (to the wife), which changes the referent from 'the woman' to 'the wife'."
JDG,13,20,"mistranslation: The Hebrew 'הַמִּזְבֵּחַ הַשָּׁמַיְמָה' means 'from the altar toward heaven' (the altar on earth, flame going up to heaven). The Chinese renders it as '從天上的祭壇' ('from the altar in heaven'), which changes the location of the altar from earth to heaven, altering the meaning."
JDG,14,18,"mistranslation: The Hebrew phrase 'בְּטֶרֶם יָבֹא הַחַרְסָה' means 'before the sun went down' (literally 'before the sun came'), but the Chinese renders it as '在陶器未到之前' ('before the pottery arrived'), mistranslating 'הַחַרְסָה' (the sun) as '陶器' (pottery). This changes the meaning of the verse."
JDG,15,5,"mistranslation: The Hebrew 'כֶּרֶם זָיִת' means 'olive grove' or 'olive orchard' (vineyard of olives), not '橄欖樹的葡萄園' (grape vineyard of olive trees). The Chinese rendering conflates 'vineyard' with 'grape vineyard,' which misrepresents the olive grove."
JDG,17,10,"mistranslation: Hebrew 'עֲשֶׂרֶת כֶּסֶף לַיָּמִים' means 'ten pieces of silver per year' (literally 'ten of silver for the days/years'), but Chinese renders '每年給你十塊銀子的價值' ('the value of ten pieces of silver each year'), adding '的價值' (the value of) which is not in the Hebrew and could imply a different amount."
JDG,20,2,"mistranslation: The Hebrew 'פִּנּוֹת כָּל הָעָם' means 'the corners of all the people' (i.e., the leaders/chiefs of all the people), not 'the corner towers of the people' (百姓的各城樓角塔). The Chinese adds '城樓' (towers) which is not in the Hebrew.; mistranslation: The Hebrew 'כֹּל שִׁבְטֵי יִשְׂרָאֵל' means 'all the tribes of Israel', but the Chinese renders 'שִׁבְטֵי' as '杖' (staff/rod), which is a mistranslation of the word 'tribes'.; mistranslation: The Hebrew 'אַרְבַּע מֵאוֹת אֶלֶף אִישׁ רַגְלִי שֹׁלֵף חָרֶב' means 'four hundred thousand men on foot that draw the sword' (i.e., 400,000 foot soldiers). The Chinese '四百個一萬' literally means 'four hundred ten-thousands' which equals 4,000,000, not 400,000. The number is mistranslated."
JDG,20,14,"mistranslation: The Hebrew 'הַגִּבְעָתָה' means 'to Gibeah' (a proper place name, with the directive -ה suffix), but the Chinese renders it as '小山丘' (small hill), which is a common noun and loses the specific place name."
