category,policy,ref,book_num,book,chapter,verse,path,old,new
nt_textual_policy_apply_to_chinese,supplemental_long_mark_ending,MRK 16:20,041,MRK,16,20,GOI_Bible_English/041_MRK_016_020_GOI_En.txt,"They went out and preached everywhere, the Lord working together and confirming the word through the accompanying signs. Amen.","{They went out and preached everywhere, the Lord working together and confirming the word through the accompanying signs. Amen.}"
nt_textual_policy_apply_to_chinese,conflicted_angel_bloody_sweat,LUK 22:43,042,LUK,22,43,GOI_Bible_English/042_LUK_022_043_GOI_En.txt,"An angel from heaven appeared to him, strengthening him.","[An angel from heaven appeared to him, strengthening him.]"
nt_textual_policy_apply_to_chinese,conflicted_angel_bloody_sweat,LUK 22:44,042,LUK,22,44,GOI_Bible_English/042_LUK_022_044_GOI_En.txt,"And being in agony, he prayed more earnestly; and his sweat became like great drops of blood falling down to the ground.","[And being in agony, he prayed more earnestly; and his sweat became like great drops of blood falling down to the ground.]"
nt_textual_policy_apply_to_chinese,conflicted_father_forgive,LUK 23:34,042,LUK,23,34,GOI_Bible_English/042_LUK_023_034_GOI_En.txt,"And Jesus said, ""Father, forgive them, for they do not know what they are doing."" And dividing his garments, they cast lots.","[And Jesus said, ""Father, forgive them, for they do not know what they are doing.""] And dividing his garments, they cast lots."
nt_textual_policy_apply_to_chinese,supplemental_pool_stirring,JHN 5:3,043,JHN,5,3,GOI_Bible_English/043_JHN_005_003_GOI_En.txt,"In these a great multitude of those who were weak, blind, lame, and withered were reclining, waiting for the moving of the water.","In these a great multitude of those who were weak, blind, lame, and withered were reclining{, waiting for the moving of the water}."
nt_textual_policy_apply_to_chinese,supplemental_pool_stirring,JHN 5:4,043,JHN,5,4,GOI_Bible_English/043_JHN_005_004_GOI_En.txt,"An angel went down at a certain time into the pool and troubled the water; therefore, the first to enter after the troubling of the water became whole, no matter what disease held him fast.","{An angel went down at a certain time into the pool and troubled the water; therefore, the first to enter after the troubling of the water became whole, no matter what disease held him fast.}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 7:53,043,JHN,7,53,GOI_Bible_English/043_JHN_007_053_GOI_En.txt,And each one went to his own house.,{And each one went to his own house.}
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:1,043,JHN,8,1,GOI_Bible_English/043_JHN_008_001_GOI_En.txt,But Jesus went to the Mount of Olives.,{But Jesus went to the Mount of Olives.}
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:2,043,JHN,8,2,GOI_Bible_English/043_JHN_008_002_GOI_En.txt,"Early in the morning he came again to the temple, and all the people came to him, and he sat down and taught them.","{Early in the morning he came again to the temple, and all the people came to him, and he sat down and taught them.}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:3,043,JHN,8,3,GOI_Bible_English/043_JHN_008_003_GOI_En.txt,"Now the scribes and the Pharisees lead toward him a woman overtaken in adultery, and having stood her in the middle.","{Now the scribes and the Pharisees lead toward him a woman overtaken in adultery, and having stood her in the middle.}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:4,043,JHN,8,4,GOI_Bible_English/043_JHN_008_004_GOI_En.txt,"They say to him, ""Teacher, this woman was overtaken in the very act of committing adultery.""","{They say to him, ""Teacher, this woman was overtaken in the very act of committing adultery.""}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:5,043,JHN,8,5,GOI_Bible_English/043_JHN_008_005_GOI_En.txt,"But in the law, Moses commanded us to stone such women; what then do you say?","{But in the law, Moses commanded us to stone such women; what then do you say?}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:6,043,JHN,8,6,GOI_Bible_English/043_JHN_008_006_GOI_En.txt,"They said this, testing him, so that they might have grounds to accuse him; but Jesus, stooping down, wrote with his finger on the earth.","{They said this, testing him, so that they might have grounds to accuse him; but Jesus, stooping down, wrote with his finger on the earth.}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:7,043,JHN,8,7,GOI_Bible_English/043_JHN_008_007_GOI_En.txt,"But when they continued asking him, he looked up and said to them, ""Let the one of you who is without sin be the first to cast a stone at her.""","{But when they continued asking him, he looked up and said to them, ""Let the one of you who is without sin be the first to cast a stone at her.""}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:8,043,JHN,8,8,GOI_Bible_English/043_JHN_008_008_GOI_En.txt,Again he stooped down and wrote on the ground.,{Again he stooped down and wrote on the ground.}
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:9,043,JHN,8,9,GOI_Bible_English/043_JHN_008_009_GOI_En.txt,"Those who heard, being rebuked by their conscience, went out one by one, beginning with the elders down to the last, and Jesus was left alone, with the woman standing in the middle.","{Those who heard, being rebuked by their conscience, went out one by one, beginning with the elders down to the last, and Jesus was left alone, with the woman standing in the middle.}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:10,043,JHN,8,10,GOI_Bible_English/043_JHN_008_010_GOI_En.txt,"Jesus looked up and, seeing no one but the woman, said to her, ""Woman, where are those accusers of yours? Has no one condemned you?""","{Jesus looked up and, seeing no one but the woman, said to her, ""Woman, where are those accusers of yours? Has no one condemned you?""}"
nt_textual_policy_apply_to_chinese,supplemental_pericope_adulterae,JHN 8:11,043,JHN,8,11,GOI_Bible_English/043_JHN_008_011_GOI_En.txt,"She said, ""No one, sir."" And Jesus said to her, ""Neither do I condemn you; go and sin no more.""","{She said, ""No one, sir."" And Jesus said to her, ""Neither do I condemn you; go and sin no more.""}"
nt_other_review_before_chinese,,JHN 13:1,043,JHN,13,1,GOI_Bible_English/043_JHN_013_001_GOI_En.txt,"Now before the feast of the Passover, knowing that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end.","Now before the feast of the Passover, Jesus, knowing that his hour had come to depart out of this world to the Father, having loved his own who were in the world, he loved them to the end."
nt_textual_policy_apply_to_chinese,supplemental_eunuch_confession,ACT 8:37,044,ACT,8,37,GOI_Bible_English/044_ACT_008_037_GOI_En.txt,"Then Philip said, ""If you believe with all your heart, it is lawful."" And he answered and said, ""I believe that Jesus Christ is the Son of God.""","{Then Philip said, ""If you believe with all your heart, it is lawful."" And he answered and said, ""I believe that Jesus Christ is the Son of God.""}"
nt_textual_policy_apply_to_chinese,critical_override_lord_not_time,ROM 12:11,045,ROM,12,11,GOI_Bible_English/045_ROM_012_011_GOI_En.txt,"In diligence, not slothful; be fervent in spirit, serving the time.","In diligence, not slothful; be fervent in spirit, serving the Lord."
nt_textual_policy_apply_to_chinese,critical_override_shorter_text,GAL 3:1,048,GAL,3,1,GOI_Bible_English/048_GAL_003_001_GOI_En.txt,"O foolish Galatians, who has bewitched you not to be persuaded by the truth, before whose eyes Jesus Christ was written beforehand as crucified among you?","O foolish Galatians, who has bewitched you, before whose eyes Jesus Christ was written beforehand as crucified among you?"
nt_textual_policy_apply_to_chinese,critical_override_he_who_not_god,1TI 3:16,054,1TI,3,16,GOI_Bible_English/054_1TI_003_016_GOI_En.txt,"And without controversy, great is the mystery of godliness: God was revealed in flesh, justified in the Spirit, seen by angels, preached among the nations, believed on in the world, taken up in glory.","And without controversy, great is the mystery of godliness: He who was revealed in flesh, justified in the Spirit, seen by angels, preached among the nations, believed on in the world, taken up in glory."
nt_textual_policy_apply_to_chinese,source_variant_shorter_text,1JN 3:16,062,1JN,3,16,GOI_Bible_English/062_1JN_003_016_GOI_En.txt,"In this we have known love, because God laid down his soul for us, and we ought to lay down our souls for the brothers.","In this we have known love, because he laid down his soul for us, and we ought to lay down our souls for the brothers."
nt_textual_policy_apply_to_chinese,critical_override_shorter_comma,1JN 5:7,062,1JN,5,7,GOI_Bible_English/062_1JN_005_007_GOI_En.txt,"For there are three who testify in heaven: the Father, the Word, and the Holy Spirit; and these three are one.",For there are three who testify:
nt_textual_policy_apply_to_chinese,critical_override_shorter_comma,1JN 5:8,062,1JN,5,8,GOI_Bible_English/062_1JN_005_008_GOI_En.txt,"And three are those who testify on the earth: the Spirit, the water, and the blood; and these three are in agreement.","the Spirit, the water, and the blood; and these three are in agreement."
nt_textual_policy_apply_to_chinese,critical_override_shorter_text,REV 1:11,066,REV,1,11,GOI_Bible_English/066_REV_001_011_GOI_En.txt,"saying, ""I am the Alpha and the Omega, the First and the Last,"" and what you look, write in a book and send to the seven churches in Asia: to Ephesus, and to Smyrna, and to Pergamos, and to Thyatira, and to Sardis, and to Philadelphia, and to Laodicea.","What you see, write in a book and send to the seven churches in Asia: to Ephesus, and to Smyrna, and to Pergamos, and to Thyatira, and to Sardis, and to Philadelphia, and to Laodicea."
