book,chapter,verse,issues
RUT,3,15,"mistranslation: The Hebrew says 'וַיָּבֹא הָעִיר' (and he went into the city), but the Vietnamese says 'rồi cô trở vào thành' (then she returned into the city), changing the subject from 'he' (Boaz) to 'she' (Ruth)."
RUT,4,17,"name_swap: The Hebrew has 'יִשַׁי' (Jesse/Ít-sai), but the Vietnamese renders it as 'Ít-rai', which is a different name."
RUT,4,20,"name_swap: The Hebrew name שַׂלְמָה (Salma) is rendered as 'Xa-lép' (Saleph), which is a different name. The correct Vietnamese transliteration should be 'Xan-ma' or similar, not 'Xa-lép'."
1SA,1,5,"mistranslation: Hebrew 'מָנָה אַחַת אַפָּיִם' means 'one portion of two faces' (i.e., a double portion), not 'một phần gấp bảy lần' (a portion seven times greater). The number is wrong: 'אַפָּיִם' is dual ('two'), not seven."
1SA,4,14,"addition: The Vietnamese adds 'từ trên núi' (from the mountain), which is not present in the Hebrew text. The Hebrew only says 'the man hurried and came and told Eli' without specifying his origin."
1SA,5,1,"name_swap: The Hebrew says the ark was brought to Ashdod (אַשְׁדּוֹדָה), but the Vietnamese says 'A-xẹc' (Ekron), which is a different Philistine city."
1SA,6,17,"name_swap: The Hebrew lists five cities: Ashdod, Gaza, Ashkelon, Gath, and Ekron. The Vietnamese repeats 'Gát' (Gath) twice and omits 'Ga-xa' (Gaza)."
1SA,6,18,"mistranslation: The Hebrew 'אָבֵל הַגְּדוֹלָה' is a place name 'Abel the Great' (or 'the great stone' in some interpretations), but the Vietnamese renders it as 'Abel lớn' which is acceptable. However, the phrase 'הִנִּיחוּ עָלֶיהָ אֵת אֲרוֹן יְהוָה' means 'they set upon it the ark of the LORD' — the pronoun 'עָלֶיהָ' refers to the great stone (or Abel), but the Vietnamese adds 'hòn đá ấy vẫn còn đó' ('that stone is still there'), which introduces an explicit reference to a stone not present in the Hebrew text at this point. The Hebrew says the ark was placed on it (the stone/Abel) and that it remains to this day, but the Vietnamese explicitly names 'hòn đá ấy' (that stone), which is an addition not in the Hebrew. This changes the reader's understanding by adding a specific object not mentioned in the source."
1SA,8,15,addition: The Hebrew text does not mention 'một phần mười' (a tithe/one tenth). This is an addition not present in the source.
1SA,9,4,"name_swap: The Hebrew 'אֶרֶץ יְמִינִי' (land of Yemini) is rendered as 'đất nước Bên-gia-min' (land of Benjamin). 'Yemini' is a gentilic referring to the tribe of Benjamin, but it is not the same as the proper name 'Benjamin' (בִּנְיָמִין). This is a name swap that changes the place name."
1SA,12,9,"name_swap: The Hebrew has 'סִיסְרָא' (Sisera), but the Vietnamese renders it as 'Xít-va', which is a different name."
1SA,13,1,"name_swap: The Hebrew text says 'Saul' (שָׁאוּל) was king, but the Vietnamese renders 'Sa-mu-ên' (Samuel), a different person."
1SA,14,32,"addition: The Hebrew says 'ăn trên huyết' (ate upon the blood), not 'ăn thịt mà không đổ huyết' (ate meat without pouring out blood). The Vietnamese adds the concept of 'không đổ huyết' (without pouring out blood) which is not in the Hebrew text and changes the meaning of the verse."
1SA,14,39,"omission: The Hebrew opening 'כִּ֣י חַי יְהוָה' means 'As the LORD lives' (an oath formula), but the Vietnamese renders it as 'Nhân danh Đức Giê-hô-va' ('In the name of the LORD'), which changes the meaning from a solemn oath invoking the LORD's life to a mere invocation of his name."
1SA,14,42,"name_swap: The Hebrew text says 'Saul' (שָׁאוּל) said, but the Vietnamese renders 'Sa-mu-ên' (Samuel), swapping the speaker from Saul to Samuel."
1SA,15,5,"name_swap: The Hebrew subject is Saul (שאול), but the Vietnamese says 'Sa-mu-ên' (Samuel), swapping the person."
1SA,16,3,"name_swap: The Hebrew has 'לְיִשַׁי' (to Jesse), but the Vietnamese renders 'Giép' (Jesse's son David? Actually 'Giép' is not a standard Vietnamese name for Jesse; it appears to be a different name, possibly a corruption or substitution). The correct Vietnamese name for Jesse is 'Gie-sê' or 'Y-sai'. 'Giép' is not Jesse; it may be a mistaken name."
1SA,16,6,"addition: The Hebrew text does not contain the word 'đang đứng' (standing); it only says 'before the LORD is His anointed' (נֶגֶד יְהוָה מְשִׁיחוֹ). The Vietnamese adds the concept of standing, which is not present in the Hebrew."
1SA,16,10,"omission: The Hebrew text does not mention David (Đa-vít) in this verse; the Vietnamese adds 'Đa-vít không được chọn' (David was not chosen), which is an addition not present in the Hebrew. The Hebrew only says Jesse made seven sons pass before Samuel, and Samuel said YHWH has not chosen these."
1SA,17,6,"mistranslation: The Hebrew 'מִצְחַת נְחֹשֶׁת' means 'a helmet of bronze' (a headpiece), not 'a hat of bronze on his feet'. The Vietnamese says 'một cái mũ bằng đồng trên chân ông' (a bronze hat on his feet), which is a clear mistranslation of 'עַל רַגְלָיו' (on his feet) — the Hebrew has 'עַל רַגְלָיו' meaning 'on his feet' (referring to greaves/leg armor), but the Vietnamese renders it as 'trên chân ông' (on his feet) while the Hebrew word for 'helmet' is 'מִצְחַת' (from 'מֵצַח' = forehead), not 'mũ' (hat) — the issue is that the Vietnamese says 'mũ' (hat) for 'מִצְחַת' (helmet) and places it on the feet, which is wrong. The Hebrew actually says 'a helmet of bronze on his feet' — this is a literal rendering of the Hebrew, but the Hebrew itself is odd; however, the Vietnamese translation is faithful to the Hebrew text, so the issue is not a translation error but a misunderstanding of the Hebrew word 'מִצְחַת' which is indeed 'helmet' (from 'מֵצַח' = forehead). The Vietnamese 'mũ' (hat) is a reasonable rendering of 'helmet' (though 'mũ sắt' would be more precise), and 'trên chân ông' (on his feet) is a literal translation of 'עַל רַגְלָיו'. The Hebrew text is from 1 Samuel 17:5-6, where Goliath has a bronze helmet on his head, bronze greaves on his legs, and a bronze javelin between his shoulders. The Hebrew here says 'וּמִצְחַת נְחֹשֶׁת עַל רַגְלָיו' — this is actually a textual issue: the Masoretic text has 'עַל רַגְלָיו' (on his feet) but many translations render it as 'on his legs' (greaves). The Vietnamese 'trên chân ông' (on his feet) is a literal translation of 'עַל רַגְלָיו' and is correct. The second part 'וְכִידוֹן נְחֹשֶׁת בֵּין כְּתֵפָיו' means 'and a javelin of bronze between his shoulders' — the Vietnamese says 'một tấm khiên bằng đồng đặt giữa hai vai ông' (a bronze shield placed between his shoulders). The Hebrew 'כִידוֹן' means 'javelin' or 'spear', not 'shield' (which is 'מָגֵן'). The Vietnamese 'tấm khiên' (shield) is a mistranslation of 'כִידוֹן' (javelin). Also, the Hebrew 'בֵּין כְּתֵפָיו' means 'between his shoulders' — the Vietnamese 'giữa hai vai ông' is correct. So the issues are: (1) 'mũ' (hat) for 'מִצְחַת' (helmet) — this is acceptable as a general term, but the placement 'trên chân' (on feet) is correct for the Hebrew, though it may be a textual oddity; (2) 'tấm khiên' (shield) for 'כִידוֹן' (javelin) — this is a clear mistranslation, as the Hebrew word means 'javelin' or 'spear', not 'shield'. The Vietnamese reader would understand that Goliath had a shield between his shoulders, which is not what the Hebrew says. Therefore, FLAG."
1SA,17,21,"name_swap: The Hebrew text mentions only 'Israel' (יִשְׂרָאֵל) and 'Philistines' (וּפְלִשְׁתִּים); the Vietnamese adds 'Sau-lơ' (Saul), which is not present in the Hebrew verse. This is an addition of a name not in the source text."
1SA,17,31,"mistranslation: The Hebrew 'וַיִּקָּחֵהוּ' means 'and he took him' (Saul took David), but the Vietnamese renders it as 'và ông sai người gọi người ấy đến' ('and he sent someone to call him'), which adds the concept of sending a messenger and changes the action from taking to summoning."
1SA,17,45,"mistranslation: Hebrew כידון (kidon) is a javelin or lance, not a shield. Vietnamese 'cây khiên' means 'shield', which is a different weapon and changes the meaning."
1SA,18,21,"name_swap: The Hebrew says 'Saul' (שָׁאוּל) spoke to David, but the Vietnamese renders the second occurrence as 'Sa-mu-ên' (Samuel), which is a different person and changes who is speaking."
1SA,19,10,"name_swap: The Hebrew text says Saul (שָׁאוּל) sought to pin David to the wall, but the Vietnamese translation says 'Sa-mu-ên' (Samuel) instead of 'Sa-un' (Saul). This is a name swap that changes who is acting."
1SA,19,14,"name_swap: The Hebrew says Saul sent messengers to take David, but the Vietnamese says David sent messengers to take David."
1SA,19,17,"name_swap: The Hebrew text has Saul (שָׁאוּל) speaking to Michal, but the Vietnamese renders the speaker as 'Sa-mu-ên' (Samuel), which is a different person. This changes who is speaking."
1SA,20,7,"addition: The Vietnamese adds 'giữa ta với ngươi không có điều ác nào' (there is no evil between me and you), which is not in the Hebrew. The Hebrew only says 'know that the evil is determined/complete from him' (כָלְתָה הָרָעָה מֵעִמּוֹ), meaning the evil is fully decided from his side. The added phrase introduces a new concept not present in the source."
1SA,20,14,"omission: The Hebrew has 'וְלֹ֥א אָמֽוּת' ('and I will not die') at the end, which is entirely missing from the Vietnamese translation. The Vietnamese only covers the first part about showing kindness while alive and after death, but omits the final clause about not dying."
1SA,20,19,"name_swap: The Hebrew 'הָאָזֶל' (ha-azel) is a common noun meaning 'the departing/going one' (referring to the stone), not a proper name. The Vietnamese renders it as 'Ê-xen', treating it as a proper name, which changes the meaning."
1SA,20,30,"mistranslation: The Hebrew subject is Saul (וַיִּחַר אַף שָׁאוּל) — 'Saul's anger burned'. The Vietnamese renders 'Đức Giê-hô-va nổi giận' ('The LORD was angry'), replacing Saul with God, which changes who is angry."
1SA,20,34,"mistranslation: Hebrew 'לֶחֶם' means 'bread/food', not 'thịt' (meat). The Vietnamese says 'không ăn thịt' (did not eat meat), which is a mistranslation of the Hebrew word for bread/food."
1SA,22,12,"name_swap: The Hebrew text has Saul (שָׁאוּל) speaking, but the Vietnamese renders it as 'Sa-mu-ên' (Samuel), swapping the speaker's name."
1SA,22,22,"mistranslation: The Hebrew 'אָנֹכִי סַבֹּתִי בְּכָל נֶפֶשׁ בֵּית אָבִיךָ' means 'I have turned/been the cause (of the destruction) of every soul/person of your father's house' — i.e., David acknowledges he is responsible for the deaths. The Vietnamese 'chính tôi đã gây ra cái chết của mọi người trong nhà cha ngươi' ('I caused the death of all the people in your father's house') is a reasonable interpretation, but the Hebrew 'סַבֹּתִי' (from סָבַב, 'to turn around/cause to go around') is more literally 'I have turned about' or 'I have encompassed' — the sense is that David caused the destruction, not that he directly killed them. The Vietnamese 'gây ra cái chết' ('caused the death') is acceptable, but the phrase 'mọi người' ('all people') for 'בְּכָל נֶפֶשׁ' ('every soul/person') is fine. However, the main issue is that the Hebrew does not explicitly say 'cái chết' ('death') — it says 'every soul/person of your father's house' — implying the destruction/death of the household, which the Vietnamese adds 'cái chết' (death) as an interpretive addition. This is a minor addition but does not change the core meaning. The more significant issue is the rendering of 'סַבֹּתִי' as 'gây ra' (caused) — this is a legitimate interpretation, so overall the meaning is preserved. However, the phrase 'chắc chắn báo tin' for 'הַגֵּד יַגִּיד' (infinitive absolute + finite verb, 'surely tell') is correct. The name 'Do-êc' for 'דויג' (Doeg) is a transliteration issue but not a name swap. The main flag is the addition of 'cái chết' (death) which is not in the Hebrew — the Hebrew says 'every soul/person of your father's house' implying their destruction, but the Vietnamese explicitly says 'death of all people' which is a slight addition. However, this is arguably implied. Given the instruction to flag only substantive differences, this is borderline. The more clear issue is that the Hebrew 'סַבֹּתִי' is rendered as 'gây ra' (caused) which is acceptable. Overall, the translation is close, but the addition of 'cái chết' (death) is a minor addition that does not change the claim. I will flag it as a mistranslation due to the addition of 'death' which is not explicit in the Hebrew, though it is implied. Confidence is moderate."
1SA,23,19,"name_swap: Place name 'Ghíp-ê-ah' (Gibeah) is correct, but 'Ha-khi-la' (Hachilah) is correct; however, 'Gi-si-môn' (Jeshimon) is rendered as 'vùng Gi-si-môn' — the Hebrew 'הַיְשִׁימוֹן' (the Jeshimon) is a proper name, not a generic 'vùng' (region), but this is acceptable. The main issue: 'phía nam' (south) for 'מִימִין' (on the right/south side) — 'mimin' means 'on the right hand of' (i.e., south), so this is a correct interpretation. Actually, the flag is for 'Ghíp-ê-ah' — Hebrew 'הַגִּבְעָתָה' (to Gibeah) is correct. Re-evaluating: the translation is faithful; no substantive error. The only possible issue is 'Dân Xíp' (people of Ziph) for 'זִפִים' (Ziphites) — correct. Verdict should be OK."
1SA,23,24,"name_swap: The Hebrew 'הַיְשִׁימוֹן' (ha-Yeshimon) is a place name meaning 'the wasteland/desert', not 'Ghê-xi-môn' (Gethsemane). The Vietnamese renders it as 'Ghê-xi-môn', which is a different location entirely, causing a factual error."
1SA,25,43,"name_swap: Place name 'Jizreel' (יִזְרְעֶאל) is rendered as 'Xi-xơ-rên', which appears to be a different name (possibly a confusion with 'Sisera' or another name). The correct Vietnamese transliteration should be 'Gít-rê-ên' or similar."
1SA,26,10,"omission: The Hebrew 'וַיֹּאמֶר דָּוִד חַי יְהוָה' includes the oath formula 'As the LORD lives' (חַי יְהוָה), which is entirely missing in the Vietnamese translation. The Vietnamese begins with 'Đa-vít nói thêm' (David added) and then states 'Đằng nào thì Đức Giê-hô-va cũng sẽ không để tôi ra tay hại vua' (Either way, the LORD will not let me raise my hand against the king), omitting the oath 'As the LORD lives' that introduces the statement.; mistranslation: The Hebrew 'כִּי אִם יְהוָה יִגָּפֶנּוּ' means 'surely the LORD will strike him' (or 'for the LORD will strike him'), but the Vietnamese renders it as 'Đức Giê-hô-va cũng sẽ không để tôi ra tay hại vua' (the LORD will not let me raise my hand against the king). This changes the subject and meaning: the Hebrew says the LORD will strike him, not that the LORD will prevent David from striking him. The Vietnamese introduces a negative concept ('will not let me') that is not in the Hebrew and omits the direct statement that the LORD will strike him."
1SA,26,17,"name_swap: The Hebrew text says Saul (שָׁאוּל) recognized David's voice, but the Vietnamese translation says Sa-mu-ên (Samuel) instead of Sau-lơ (Saul). This is a name swap that changes who is speaking."
1SA,26,20,"mistranslation: The Hebrew 'הַקֹּרֵא' (the partridge) is translated as 'chim cút' (quail), which is a different bird. The Hebrew word refers to a partridge, not a quail."
1SA,28,16,"name_swap: The Hebrew has Samuel (שְׁמוּאֵל) speaking, but the Vietnamese attributes the speech to Sau-lơ (Saul). This swaps the speaker.; mistranslation: The Hebrew says 'and why do you ask me, since the LORD has turned away from you and has become your enemy' — the LORD is the subject of 'turned away' and 'become your enemy.' The Vietnamese says 'Đức Giê-hô-va đã rời khỏi ngươi và trở thành kẻ thù nghịch ngươi' (the LORD has left you and become your enemy), which is correct in content, but the speaker attribution error is the main issue."
1SA,31,13,"name_swap: The Hebrew place name is יָבֵשׁ (Gia-be, Jabesh), but the Vietnamese renders it as 'Ghi-bê-át' (Gibeah), which is a different place name."
2SA,1,19,"addition: The Hebrew 'הַצְּבִי יִשְׂרָאֵל' means 'the glory of Israel' (or 'the gazelle of Israel'), not 'Đức Giê-hô-va ôi' (O Jehovah). The Vietnamese adds 'Đức Giê-hô-va' (Jehovah) which is not present in the Hebrew text and changes the subject of the verse."
2SA,3,7,"omission: The Hebrew verse includes the full context: 'And Saul had a concubine whose name was Rizpah the daughter of Aiah. And he said to Abner, Why have you gone in to my father's concubine?' The Vietnamese translation omits the first clause about Saul's concubine Rizpah and the direct address to Abner, and also omits the name 'Abner' and the phrase 'my father's concubine' is rendered as 'người hầu thiếp của cha ta' (the concubine of my father), which is acceptable, but the entire first half of the verse is missing, and the addressee (Abner) is not named."
2SA,3,9,"mistranslation: The Hebrew 'כַּאֲשֶׁר נִשְׁבַּע יְהוָה לְדָוִד' means 'as the LORD swore to David' (Yahweh is the subject of the oath). The Vietnamese renders it as 'điều mà Đức Giê-hô-va đã chỉ Đức Chúa Trời mà thề cùng Đa-vít' which says 'the thing that the LORD swore by God to David' — adding 'chỉ Đức Chúa Trời' (by God) which is not in the Hebrew, and the phrase 'thề cùng Đa-vít' (swore to David) is correct, but the addition of 'by God' changes the meaning by implying the LORD swore by God, whereas the Hebrew simply states the LORD swore to David."
2SA,3,13,"mistranslation: The Hebrew text has 'וַיֹּאמֶר' (and he said) without specifying the speaker as 'Đức Giê-hô-va' (the LORD). The Vietnamese adds 'Đức Giê-hô-va phán' (the LORD said), which introduces a divine name not present in the Hebrew, potentially changing who is speaking."
2SA,4,12,"mistranslation: The Hebrew subject is David (וַיְצַו דָּוִד), but the Vietnamese renders 'Đức Giê-hô-va truyền lệnh' (the LORD commanded), substituting God for David."
2SA,5,8,"addition: The Vietnamese adds 'thì sẽ làm thủ lĩnh và chỉ huy' (then will be leader and commander), which has no basis in the Hebrew text. The Hebrew says 'whoever strikes the Jebusites and reaches the water shaft, and [strikes] the lame and the blind who are hated by David's soul' — there is no mention of becoming leader/commander in this verse."
2SA,5,11,"name_swap: Place name 'Típ-sai' is incorrect; the Hebrew is 'Tyre' (צֹר), which should be rendered as 'Tyre' (e.g., 'Ty-rơ' or 'Típ-rơ'), not 'Típ-sai'."
2SA,6,13,"addition: The Hebrew text says David sacrificed (וַיִּזְבַּח) an ox and a fatling; the Vietnamese adds 'làm của lễ thiêu' (as a burnt offering), which is not in the Hebrew. The Hebrew only says he sacrificed, not that it was a burnt offering."
2SA,10,6,"name_swap: The Hebrew 'וְאִישׁ טוֹב' (and Ish-tob, a place name) is rendered as 'người Ích-tô-b' (people of Ish-tob), which is acceptable, but the preceding 'אֶת מֶלֶךְ מַעֲכָה' (the king of Maacah) is correctly rendered. However, the Hebrew 'אֶת אֲרַם בֵּית רְחוֹב' (Aram of Beth-rehob) is rendered as 'người Sy-ri ở Bê-thê-rê-hôb' (Syrians at Beth-rehob), which is fine. The issue is that 'וְאִישׁ טוֹב' is a proper name 'Ish-tob' (a region), not 'người Ích-tô-b' meaning 'people of Ish-tob'—this is a minor lexical issue, not a name swap. The main flag: the Hebrew says 'vua Ma-a-ca một ngàn người' (the king of Maacah, a thousand men) and 'Ish-tob twelve thousand men'—the Vietnamese correctly has 'mười hai ngàn người' for twelve thousand. No number errors. The only substantive issue: 'đã đắc tội' (had become odious) is a correct rendering of 'נִבְאֲשׁוּ' (they had become odious/stinking). The translation is faithful overall. Re-evaluating: no clear error—verdict should be OK."
2SA,12,1,"mistranslation: The Hebrew word 'רָאשׁ' (rash) means 'poor', but the Vietnamese renders it as 'nghèo' (poor) — this is correct. However, the Hebrew text says 'một người giàu, một người nghèo' (one rich, one poor) which matches. No issue found."
2SA,12,27,"mistranslation: The Hebrew 'עִיר הַמָּיִם' means 'the city of waters' (i.e., the water supply/citadel of Rabbah), but the Vietnamese renders it as 'thành của các nước' ('city of the nations'), which is a mistranslation. The word 'מָּיִם' (waters) is incorrectly rendered as 'các nước' (nations), changing the meaning."
2SA,13,32,"name_swap: The Hebrew name is יוֹנָדָב (Yonadav), but the Vietnamese renders it as 'Giô-na-than' (Jonathan), which is a different name."
2SA,13,37,"mistranslation: The Hebrew says 'vayit'abel al b'no kol hayamim' — 'and he mourned for his son all the days.' The subject is Absalom (he mourned for his son), but the Vietnamese renders 'Vua Đa-vít than khóc con trai mình' — 'King David mourned for his son,' changing the subject from Absalom to David. This is a wrong person/subject that changes who is doing the mourning."
2SA,15,20,"mistranslation: The Hebrew 'וַאֲנִי הוֹלֵךְ עַל אֲשֶׁר אֲנִי הוֹלֵךְ' means 'and I am going wherever I am going' (i.e., 'I go where I go'), but the Vietnamese 'Nhưng ta đi đâu thì ta cứ đi' adds 'Nhưng' (but) and 'cứ' (just/keep on), which introduces a contrast and a sense of 'I will just go on my way' not present in the Hebrew; the Hebrew simply states 'and I am going where I am going' without an adversative or an emphatic 'just keep going' nuance. This changes the nuance of the statement.; mistranslation: The Hebrew 'שׁוּב וְהָשֵׁב אֶת אַחֶיךָ עִמָּךְ' means 'return and take back your brothers with you' (i.e., 'go back and bring your brothers back with you'), but the Vietnamese 'hãy trở về và dẫn các anh em ngươi về cùng ngươi' renders 'הָשֵׁב' as 'dẫn...về' (lead back), which is acceptable, but the phrase 'về cùng ngươi' (back with you) is fine. However, the Hebrew 'עִמָּךְ' is 'with you' and the Vietnamese 'cùng ngươi' is correct. The main issue is the added 'hãy' (imperative particle) which is natural Vietnamese, not a fidelity problem. The bigger issue is the rendering of 'חֶסֶד וֶאֱמֶת' as 'Ưng thuận và chân thật' — 'Ưng thuận' means 'consent/agreement' or 'approval', but 'חֶסֶד' means 'loyal love/kindness/steadfast love' (often 'mercy' or 'covenant faithfulness'), not 'consent'. This is a mistranslation of a key term; 'Ưng thuận' does not convey the meaning of 'חֶסֶד' (steadfast love/kindness)."
2SA,15,27,"mistranslation: The Hebrew 'הֲרוֹאֶה אַתָּה' is a rhetorical question meaning 'Do you see?' or 'You see?', not a statement 'Ngươi là người thấy được' ('You are the one who sees'). This changes the meaning from a question to an assertion."
2SA,16,2,"omission: The Hebrew mentions 'bánh mì' (bread) in the phrase 'וְהַקַּיִץ' which is 'summer fruit' (קַיִץ), not bread. The Vietnamese adds 'bánh mì và trái cây mùa hè' (bread and summer fruit), but the Hebrew only has 'summer fruit' (קַיִץ). This is an addition of 'bread' not present in the Hebrew."
2SA,16,22,"mistranslation: The Hebrew 'פִלַגְשֵׁי אָבִיו' means 'his father's concubines', but the Vietnamese renders it as 'các người hầu của cha mình' ('his father's servants'), which changes the meaning from concubines to servants."
2SA,17,9,"mistranslation: The Hebrew 'כִּנְפֹל בָּהֶם בַּתְּחִלָּה' means 'when some of them fall at the beginning' (referring to the men of Israel/those with Absalom), but the Vietnamese 'khi một số người của chúng ta ngã xuống lúc đầu' adds 'của chúng ta' (of us/our people), which is not in the Hebrew and changes the referent from 'them' (Absalom's followers) to 'our people' (David's side). This is a substantive addition that alters who is falling."
2SA,18,5,"name_swap: The name 'A-vi-sanh-lôm' is used for Absalom, but the Hebrew has 'אַבְשָׁלוֹם' (Absalom). The Vietnamese rendering appears to be a transliteration error or a different name, not the standard 'Áp-sa-lôm'."
2SA,18,31,"mistranslation: The Hebrew 'יִתְבַּשֵּׂר' (yitbasser) means 'let it be announced/proclaimed as good news' or 'let my lord the king receive good news' — it is a passive/reflexive of 'to bring good tidings'. The Vietnamese renders it as 'Nguyện chúc đức vua, chúa tôi, được bình an' ('May the king, my lord, be blessed with peace'), which introduces the concept of 'peace/blessing' not present in the Hebrew. The Hebrew does not say 'peace' (שָׁלוֹם) here; it says 'let good news be brought to the king'. This changes the meaning of the verse's claim."
2SA,19,2,"mistranslation: The Hebrew 'וַתְּהִי הַתְּשֻׁעָה' means 'the victory/salvation was' (i.e., the victory became mourning), but the Vietnamese renders 'niềm vui' ('joy'), which is not in the Hebrew text. The Hebrew word 'תְּשׁוּעָה' means 'victory/deliverance', not 'joy'. This changes the meaning of the verse."
2SA,19,6,"mistranslation: The Hebrew 'כִּי אֵין לְךָ שָׂרִים וַעֲבָדִים' means 'for you have no officers or servants' (i.e., you have no regard for them), but the Vietnamese says 'ngươi không coi trọng các quan trưởng và đầy tớ mình' ('you do not value your officers and servants'), which is a paraphrase that changes the literal claim from 'you have none' to 'you do not value them'.; mistranslation: The Hebrew 'כִּי לֹא אַבְשָׁלוֹם חַי' means 'for Absalom is not alive' (a statement of fact), but the Vietnamese renders it as a conditional 'nếu A-banh-sam không chết' ('if Absalom had not died'), changing the meaning from a declaration to a hypothetical condition.; mistranslation: The Hebrew 'וְכֻלָּנוּ הַיּוֹם מֵתִים' means 'and all of us are dead today' (i.e., we are as good as dead), but the Vietnamese 'và tất cả chúng ta chết hôm nay' ('and all of us die today') is acceptable, yet combined with the conditional 'nếu' it shifts the sense to a hypothetical, whereas the Hebrew is a present reality.; mistranslation: The Hebrew 'כִּי אָז יָשָׁר בְּעֵינֶיךָ' means 'for then it would be right in your eyes' (a past/conditional statement), but the Vietnamese 'thì điều đó mới đẹp lòng ngươi' ('then that would please you') is acceptable, but the overall conditional structure misrepresents the Hebrew's straightforward assertion."
2SA,19,14,"addition: The Hebrew text does not mention 'Đức Giê-hô-va' (the LORD) as the subject who turns the hearts; the subject is simply 'he' (וַיַּט, referring to the preceding context, likely David or the people). The Vietnamese adds 'Đức Giê-hô-va' which is not present in the Hebrew and changes who is doing the action."
2SA,19,34,"name_swap: The Hebrew name 'בַּרְזִלַּי' (Barzillai) is rendered as 'Bảy-lai', which is a different name. The correct Vietnamese transliteration should be 'Bát-xi-lai' or similar, not 'Bảy-lai'."
2SA,21,4,"mistranslation: The Hebrew 'אֵין לי כסף וזהב עם שאול ועם ביתו' means 'We have no silver or gold with Saul or with his house' (i.e., we do not want/need silver or gold from Saul's house), but the Vietnamese says 'Chúng tôi không muốn bạc hay vàng từ Sau-lơ hay từ nhà người' ('We do not want silver or gold from Saul or from his house'), changing the meaning from a statement of lack/absence to a statement of desire. This alters the factual claim.; mistranslation: The Hebrew 'ואין לנו איש להמית בישראל' means 'and we have no man to put to death in Israel' (i.e., we have no one to kill), but the Vietnamese says 'chúng tôi cũng không muốn ngươi giết bất cứ người nào trong Ít-ra-en cho chúng tôi' ('we also do not want you to kill anyone in Israel for us'), which changes the subject and meaning: the Gibeonites are not saying they don't want David to kill someone; they are saying they have no one of their own to execute. This is a significant mistranslation."
2SA,21,8,"mistranslation: Hebrew 'אֲשֶׁר יָלְדָה לְעַדְרִיאֵל' means 'whom she bore to Adriel' (i.e., she gave birth to them for Adriel), but Vietnamese 'mà bà đã nuôi cho A-đơ-ri-ên' says 'whom she raised/nurtured for Adriel' — 'nuôi' (to raise/nurture) changes the meaning from bearing to raising, a substantive difference."
2SA,22,27,"mistranslation: The Hebrew verb תִּתַּפָּל (from פָּלַל, 'to twist, be crooked') means 'You show yourself twisted/crooked' (i.e., dealing perversely with the crooked), but the Vietnamese renders it as 'tỏ ra khôn ngoan' ('show yourself wise'), which is a different concept not present in the Hebrew. The Hebrew does not say 'wise' here; it says 'twisted' or 'perverse'."
2SA,23,8,"mistranslation: Hebrew 'יֹשֵׁב בַּשֶּׁבֶת' is a proper name/title (Jashobeam, lit. 'sitting in the seat'), not 'ngồi trên ngai' ('sitting on the throne'). The Vietnamese adds a throne concept not in the Hebrew.; mistranslation: Hebrew 'הָעֶצְנִי' (the Eznite/Hachmonite) is rendered 'người Ê-xnít' — this is a transliteration of a different name; the Hebrew has 'הָעֶצְנִי' (Ha-etsni), not 'Ê-xnít'.; addition: The Vietnamese adds 'người đã giơ ngọn giáo lên' ('lifted up his spear') — the Hebrew has no mention of a spear; it says 'עַל שְׁמֹנֶה מֵאוֹת חָלָל בְּפַעַם אֶחָת' ('against eight hundred slain at one time')."
2SA,24,5,"name_swap: The Hebrew 'הַגָּד' (the Gad) refers to the tribe/region of Gad, not a river named 'Ga-đi'. The Vietnamese 'dòng sông Ga-đi' (river of Gadi) mistranslates this as a river name, changing the meaning.; mistranslation: The Hebrew 'וְאֶל יַעְזֵר' means 'and toward Jazer' (a place name). The Vietnamese 'và hướng về Ja-xe' is acceptable, but the transliteration 'Ja-xe' is not standard; however, the main issue is the 'Ga-đi' error."
2SA,24,11,"name_swap: The Hebrew has 'Gad' (גָּד), but the Vietnamese renders 'Ga-đôm' which is a different name (Gadom), not the correct name 'Gát' or 'Ga-đơ'."
2SA,24,23,"mistranslation: The Hebrew 'אֲרַוְנָה הַמֶּלֶךְ' means 'Araunah the king' (Araunah is the king), but the Vietnamese 'A-ra-un-na dâng tất cả những điều đó cho vua như một vị vua' renders it as 'Araunah gave all these things to the king as a king,' incorrectly making Araunah give to another king rather than being the king himself. This changes who is doing what to whom."
1KI,1,23,"name_swap: The Hebrew has 'Nathan the prophet' (נָתָן הַנָּבִיא), but the Vietnamese renders it as 'Nát-phan' which is a different name (Nát-phan is not Nathan; it appears to be a transliteration error or a different name)."
1KI,1,39,"name_swap: The Hebrew text says 'Zadok the priest' (צָדוֹק הַכֹּהֵן), but the Vietnamese renders it as 'Vua Xa-đốc thầy tế lễ' which incorrectly adds 'Vua' (king) to Zadok's title, making him appear to be a king-priest. This is an addition that changes the identity of the person."
1KI,1,48,"mistranslation: The Hebrew 'יֹשֵׁב עַל כִּסְאִי' means 'one sitting on my throne' (referring to Solomon), but the Vietnamese 'ai đó ngồi trên ngôi ta' ('someone sitting on my throne') is vague and loses the specific referent, potentially misleading the reader about who is on the throne."
